,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1263.7833,998.0509,9,1.8454
1,Pakistan,S8_G2,6,Super 8 stage,963.6242,811.5986,7,1.3574
2,Ireland,A,4,Group stage,518.3254,498.6404,4,0.3076
3,Canada,A,0,Group stage,393.0336,679.5295,4,-4.4765
4,United States of America,A,2,Group stage,426.7911,557.0031,4,-2.0346
5,England,S8_G2,12,Semifinalist,1148.3767,955.4059,8,1.5076
6,Australia,S8_G1,10,Super 8 stage,973.6711,807.8761,7,1.4803
7,Namibia,B,2,Group stage,453.8961,552.5109,4,-1.5409
8,Scotland,B,4,Group stage,452.7909,545.728,4,-1.4521
9,Oman,B,0,Group stage,425.5442,564.0364,4,-2.1639
10,New Zealand,S8_G1,12,Finalist,1315.4933,1033.9772,9,1.955
11,West Indies,S8_G2,10,Semifinalist,1231.5422,967.1781,8,2.0653
12,Afghanistan,C,4,Group stage,579.7374,580.7542,4,-0.0159
13,Uganda,C,0,Group stage,421.6878,779.9829,4,-5.5984
14,Papua New Guinea,C,2,Group stage,496.1718,668.715,4,-2.696
15,South Africa,S8_G2,10,Super 8 stage,954.6916,855.9823,7,0.8813
16,Sri Lanka,D,4,Group stage,522.2414,469.6318,4,0.822
17,Bangladesh,S8_G1,6,Super 8 stage,861.1351,834.0946,7,0.2414
18,Netherlands,D,2,Group stage,499.2268,537.0011,4,-0.5902
19,Nepal,D,0,Group stage,429.6451,633.7119,4,-3.1885
