,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1248.7415,1012.8144,9,1.6384
1,Pakistan,S8_G2,8,Super 8 stage,963.07,820.6548,7,1.2716
2,Ireland,A,4,Group stage,510.4986,492.9121,4,0.2748
3,Canada,A,0,Group stage,392.118,658.8398,4,-4.1675
4,United States of America,A,2,Group stage,444.706,546.3266,4,-1.5878
5,England,S8_G2,14,Finalist,1265.077,1096.0011,9,1.1741
6,Australia,S8_G1,8,Super 8 stage,980.4865,798.8025,7,1.6222
7,Namibia,B,2,Group stage,471.7356,542.9776,4,-1.1132
8,Scotland,B,4,Group stage,468.1804,540.9476,4,-1.137
9,Oman,B,0,Group stage,421.9052,582.0374,4,-2.5021
10,New Zealand,S8_G1,12,Semifinalist,1173.0516,915.4491,8,2.0125
11,West Indies,S8_G2,10,Semifinalist,1234.1441,988.256,8,1.921
12,Afghanistan,C,4,Group stage,564.5314,601.5354,4,-0.5782
13,Uganda,C,0,Group stage,449.5716,750.4284,4,-4.7009
14,Papua New Guinea,C,2,Group stage,474.3666,632.1858,4,-2.4659
15,South Africa,S8_G2,8,Super 8 stage,959.6238,868.8648,7,0.8103
16,Sri Lanka,D,4,Group stage,526.5967,484.4606,4,0.6584
17,Bangladesh,S8_G1,6,Super 8 stage,859.8632,848.9305,7,0.0976
18,Netherlands,D,2,Group stage,501.7203,532.8594,4,-0.4865
19,Nepal,D,0,Group stage,435.4944,630.1987,4,-3.0423
