,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1254.5627,996.8135,9,1.7899
1,Pakistan,S8_G2,6,Super 8 stage,951.7678,817.9154,7,1.1951
2,Ireland,A,4,Group stage,513.0639,499.4497,4,0.2127
3,Canada,A,0,Group stage,398.492,692.4207,4,-4.5926
4,United States of America,A,2,Group stage,458.7798,551.5353,4,-1.4493
5,England,S8_G2,12,Semifinalist,1143.0061,974.4018,8,1.3172
6,Australia,S8_G1,12,Finalist,1226.4283,1066.6063,9,1.1099
7,Namibia,B,4,Group stage,464.3187,535.7682,4,-1.1164
8,Scotland,B,0,Group stage,460.6709,555.3714,4,-1.4797
9,Oman,B,2,Group stage,453.5365,576.7324,4,-1.9249
10,New Zealand,S8_G1,10,Super 8 stage,1035.564,773.7954,7,2.3372
11,West Indies,S8_G2,10,Semifinalist,1222.1364,991.2076,8,1.8041
12,Afghanistan,C,4,Group stage,587.9442,582.5497,4,0.0843
13,Uganda,C,0,Group stage,439.4379,759.4234,4,-4.9998
14,Papua New Guinea,C,2,Group stage,474.9178,641.5409,4,-2.6035
15,South Africa,S8_G2,10,Super 8 stage,958.6923,874.279,7,0.7537
16,Sri Lanka,D,4,Group stage,519.2179,479.5785,4,0.6194
17,Bangladesh,S8_G1,6,Super 8 stage,850.3791,841.7536,7,0.077
18,Netherlands,D,2,Group stage,492.1212,529.6377,4,-0.5862
19,Nepal,D,0,Group stage,421.2465,585.5035,4,-2.5665
