,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1248.2517,1010.3688,9,1.652
1,Pakistan,S8_G2,8,Super 8 stage,949.8548,809.7726,7,1.2507
2,Ireland,A,4,Group stage,504.8117,487.8204,4,0.2655
3,Canada,A,0,Group stage,412.7299,660.0449,4,-3.8643
4,United States of America,A,2,Group stage,449.3215,568.39,4,-1.8604
5,England,S8_G2,12,Finalist,1272.4702,1092.3435,9,1.2509
6,Australia,S8_G1,10,Super 8 stage,963.8651,831.9799,7,1.1775
7,Namibia,B,2,Group stage,463.7211,539.4482,4,-1.1832
8,Scotland,B,4,Group stage,467.8956,551.012,4,-1.2987
9,Oman,B,0,Group stage,443.84,572.4296,4,-2.0092
10,New Zealand,S8_G1,12,Semifinalist,1176.3345,922.5337,8,1.9828
11,West Indies,S8_G2,10,Semifinalist,1231.2813,987.7984,8,1.9022
12,Afghanistan,C,4,Group stage,571.9516,602.8046,4,-0.4821
13,Uganda,C,0,Group stage,445.5377,754.9586,4,-4.8347
14,Papua New Guinea,C,2,Group stage,479.8342,622.1386,4,-2.2235
15,South Africa,S8_G2,8,Super 8 stage,956.3271,870.5932,7,0.7655
16,Sri Lanka,D,4,Group stage,529.695,491.213,4,0.6013
17,Bangladesh,S8_G1,6,Super 8 stage,852.1352,831.2037,7,0.1869
18,Netherlands,D,2,Group stage,500.5582,524.222,4,-0.3697
19,Nepal,D,0,Group stage,433.0372,622.3779,4,-2.9584
