,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1259.6286,1014.4339,9,1.7027
1,Pakistan,S8_G2,8,Super 8 stage,964.0867,833.372,7,1.1671
2,Ireland,A,4,Group stage,526.7574,459.6444,4,1.0486
3,Canada,A,0,Group stage,395.8073,672.6441,4,-4.3256
4,United States of America,A,2,Group stage,453.157,585.6763,4,-2.0706
5,England,S8_G2,14,Semifinalist,1143.0258,977.9502,8,1.2897
6,Australia,S8_G1,12,Finalist,1240.3826,1072.2619,9,1.1675
7,Namibia,B,4,Group stage,459.4943,514.176,4,-0.8544
8,Scotland,B,2,Group stage,443.4639,540.3459,4,-1.5138
9,Oman,B,0,Group stage,438.6355,583.279,4,-2.2601
10,New Zealand,S8_G1,8,Super 8 stage,1039.2927,778.2385,7,2.3308
11,West Indies,S8_G2,12,Semifinalist,1210.999,997.2726,8,1.6697
12,Afghanistan,C,4,Group stage,562.6312,607.2357,4,-0.6969
13,Uganda,C,0,Group stage,455.3842,748.0557,4,-4.573
14,Papua New Guinea,C,2,Group stage,513.3892,654.1536,4,-2.1994
15,South Africa,S8_G2,8,Super 8 stage,957.004,871.2796,7,0.7654
16,Sri Lanka,D,4,Group stage,518.0959,484.8378,4,0.5197
17,Bangladesh,S8_G1,6,Super 8 stage,866.2314,850.7233,7,0.1385
18,Netherlands,D,2,Group stage,494.2779,543.498,4,-0.7691
19,Nepal,D,0,Group stage,441.1009,593.7675,4,-2.3854
