,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1255.5924,999.2806,9,1.7799
1,Pakistan,S8_G2,6,Super 8 stage,969.6524,811.0252,7,1.4163
2,Ireland,A,4,Group stage,537.4226,480.9136,4,0.883
3,Canada,A,0,Group stage,380.2335,703.5563,4,-5.0519
4,United States of America,A,2,Group stage,456.3601,580.5833,4,-1.941
5,England,S8_G2,14,Semifinalist,1135.2917,957.0841,8,1.3922
6,Australia,S8_G1,8,Super 8 stage,968.2874,808.5852,7,1.4259
7,Namibia,B,2,Group stage,454.3385,543.4314,4,-1.3921
8,Scotland,B,4,Group stage,468.1705,535.5273,4,-1.0524
9,Oman,B,0,Group stage,428.6995,577.2159,4,-2.3206
10,New Zealand,S8_G1,12,Finalist,1293.5791,1014.1916,9,1.9402
11,West Indies,S8_G2,10,Semifinalist,1210.6423,976.1504,8,1.832
12,Afghanistan,C,4,Group stage,586.4888,590.2357,4,-0.0585
13,Uganda,C,0,Group stage,413.0798,749.7472,4,-5.2604
14,Papua New Guinea,C,2,Group stage,483.7257,638.831,4,-2.4235
15,South Africa,S8_G2,10,Super 8 stage,946.2923,841.9817,7,0.9313
16,Sri Lanka,D,4,Group stage,518.0333,484.4675,4,0.5245
17,Bangladesh,S8_G1,6,Super 8 stage,855.1654,827.0782,7,0.2508
18,Netherlands,D,2,Group stage,492.7081,523.8388,4,-0.4864
19,Nepal,D,0,Group stage,404.4553,614.4936,4,-3.2818
