,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1263.9976,1009.8535,9,1.7649
1,Pakistan,S8_G2,6,Super 8 stage,962.5124,824.2725,7,1.2343
2,Ireland,A,4,Group stage,510.1843,492.5082,4,0.2762
3,Canada,A,0,Group stage,380.1448,665.3755,4,-4.4567
4,United States of America,A,2,Group stage,462.1444,553.0852,4,-1.4209
5,England,S8_G2,12,Semifinalist,1134.6301,976.8956,8,1.2323
6,Australia,S8_G1,12,Super 8 stage,987.7675,809.6115,7,1.5907
7,Namibia,B,2,Group stage,448.8763,546.431,4,-1.5243
8,Scotland,B,4,Group stage,480.8278,549.6601,4,-1.0755
9,Oman,B,0,Group stage,458.3035,592.2694,4,-2.0932
10,New Zealand,S8_G1,12,Semifinalist,1197.3688,912.443,8,2.226
11,West Indies,S8_G2,10,Finalist,1340.1191,1126.3581,9,1.4845
12,Afghanistan,C,4,Group stage,571.8778,583.2063,4,-0.177
13,Uganda,C,0,Group stage,424.1696,765.639,4,-5.3355
14,Papua New Guinea,C,2,Group stage,477.2776,633.1606,4,-2.4357
15,South Africa,S8_G2,10,Super 8 stage,966.9518,864.9884,7,0.9104
16,Sri Lanka,D,4,Group stage,543.1704,489.7207,4,0.8352
17,Bangladesh,S8_G1,6,Super 8 stage,850.2918,849.5743,7,0.0064
18,Netherlands,D,2,Group stage,490.5263,534.0302,4,-0.6797
19,Nepal,D,0,Group stage,427.2845,599.3433,4,-2.6884
