,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1272.2852,998.5466,9,1.901
1,Pakistan,S8_G2,8,Super 8 stage,940.7981,791.0648,7,1.3369
2,Ireland,A,4,Group stage,504.1916,466.6032,4,0.5873
3,Canada,A,0,Group stage,373.0995,662.3147,4,-4.519
4,United States of America,A,2,Group stage,406.24,548.5969,4,-2.2243
5,England,S8_G2,12,Finalist,1256.689,1081.6356,9,1.2156
6,Australia,S8_G1,10,Super 8 stage,997.3274,804.0145,7,1.726
7,Namibia,B,4,Group stage,456.4518,534.0702,4,-1.2128
8,Scotland,B,2,Group stage,466.1911,555.6711,4,-1.3981
9,Oman,B,0,Group stage,442.2464,593.6759,4,-2.3661
10,New Zealand,S8_G1,12,Semifinalist,1175.2825,917.1796,8,2.0164
11,West Indies,S8_G2,10,Semifinalist,1216.7927,980.3793,8,1.847
12,Afghanistan,C,4,Group stage,586.4829,597.6245,4,-0.1741
13,Uganda,C,0,Group stage,424.1064,757.8853,4,-5.2153
14,Papua New Guinea,C,2,Group stage,502.2628,635.8277,4,-2.087
15,South Africa,S8_G2,10,Super 8 stage,961.4373,879.5104,7,0.7315
16,Sri Lanka,S8_G1,6,Super 8 stage,887.9495,901.0706,7,-0.1172
17,Bangladesh,D,4,Group stage,528.1916,468.2984,4,0.9358
18,Netherlands,D,2,Group stage,502.8364,537.821,4,-0.5466
19,Nepal,D,0,Group stage,441.9027,630.9746,4,-2.9542
