,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1274.561,1005.5202,9,1.8683
1,Pakistan,S8_G2,8,Super 8 stage,934.6525,812.916,7,1.0869
2,Ireland,A,4,Group stage,526.6215,495.6891,4,0.4833
3,Canada,A,0,Group stage,394.3098,671.322,4,-4.3283
4,United States of America,A,2,Group stage,464.4504,568.5392,4,-1.6264
5,England,S8_G2,12,Finalist,1256.3591,1073.6447,9,1.2688
6,Australia,S8_G1,10,Super 8 stage,973.2127,804.6003,7,1.5055
7,Namibia,B,2,Group stage,469.2626,540.1141,4,-1.1071
8,Scotland,B,4,Group stage,450.8373,539.9123,4,-1.3918
9,Oman,B,0,Group stage,420.8231,576.5243,4,-2.4328
10,New Zealand,S8_G1,12,Semifinalist,1165.7774,911.7137,8,1.9849
11,West Indies,S8_G2,10,Semifinalist,1245.356,982.9575,8,2.05
12,Afghanistan,C,4,Group stage,560.843,588.3961,4,-0.4305
13,Uganda,C,0,Group stage,427.0405,724.3063,4,-4.6448
14,Papua New Guinea,C,2,Group stage,482.4021,657.6795,4,-2.7387
15,South Africa,S8_G2,8,Super 8 stage,934.2041,873.2789,7,0.544
16,Sri Lanka,D,4,Group stage,532.2066,482.2251,4,0.781
17,Bangladesh,S8_G1,6,Super 8 stage,851.7904,859.1478,7,-0.0657
18,Netherlands,D,2,Group stage,501.1248,512.105,4,-0.1716
19,Nepal,D,0,Group stage,436.3905,621.6331,4,-2.8944
