,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1275.5708,1003.1275,9,1.892
1,Pakistan,S8_G2,8,Super 8 stage,951.4255,804.0042,7,1.3163
2,Ireland,A,4,Group stage,515.28,486.3474,4,0.4521
3,Canada,A,0,Group stage,404.2508,681.2174,4,-4.3276
4,United States of America,A,2,Group stage,436.2295,571.1536,4,-2.1082
5,England,S8_G2,14,Finalist,1259.9732,1080.3539,9,1.2474
6,Australia,S8_G1,10,Super 8 stage,972.6065,807.6949,7,1.4724
7,Namibia,B,2,Group stage,462.1288,554.4338,4,-1.4423
8,Scotland,B,4,Group stage,476.678,540.4104,4,-0.9958
9,Oman,B,0,Group stage,425.558,578.2627,4,-2.386
10,New Zealand,S8_G1,10,Semifinalist,1174.7845,907.2335,8,2.0902
11,West Indies,S8_G2,10,Semifinalist,1207.9923,992.5811,8,1.6829
12,Afghanistan,C,4,Group stage,562.3963,597.7579,4,-0.5525
13,Uganda,C,0,Group stage,445.6097,754.0409,4,-4.8192
14,Papua New Guinea,C,2,Group stage,523.9708,653.9134,4,-2.0304
15,South Africa,S8_G2,8,Super 8 stage,940.5694,870.5268,7,0.6254
16,Sri Lanka,D,4,Group stage,519.793,482.2772,4,0.5862
17,Bangladesh,S8_G1,6,Super 8 stage,857.4361,826.2615,7,0.2783
18,Netherlands,D,2,Group stage,496.2077,536.2835,4,-0.6262
19,Nepal,D,0,Group stage,425.3354,605.9151,4,-2.8216
