,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1272.4465,1024.912,9,1.719
1,Pakistan,S8_G2,6,Super 8 stage,950.1986,809.3811,7,1.2573
2,Ireland,A,4,Group stage,533.8953,479.2035,4,0.8546
3,Canada,A,0,Group stage,396.0891,678.7392,4,-4.4164
4,United States of America,A,2,Group stage,425.2535,565.3244,4,-2.1886
5,England,S8_G2,12,Semifinalist,1133.9651,968.9474,8,1.2892
6,Australia,S8_G1,12,Finalist,1229.4531,1062.6952,9,1.158
7,Namibia,B,2,Group stage,464.2573,557.4857,4,-1.4567
8,Scotland,B,4,Group stage,468.4389,531.2001,4,-0.9806
9,Oman,B,0,Group stage,437.4606,585.5906,4,-2.3145
10,New Zealand,S8_G1,10,Super 8 stage,1042.4912,790.7166,7,2.248
11,West Indies,S8_G2,10,Semifinalist,1219.3091,979.3124,8,1.875
12,Afghanistan,C,4,Group stage,570.5962,610.9968,4,-0.6313
13,Uganda,C,0,Group stage,453.3569,743.1381,4,-4.5278
14,Papua New Guinea,C,2,Group stage,507.4484,656.1117,4,-2.3229
15,South Africa,S8_G2,10,Super 8 stage,977.0932,870.9004,7,0.9482
16,Sri Lanka,D,4,Group stage,529.2486,477.4126,4,0.8099
17,Bangladesh,S8_G1,6,Super 8 stage,870.0644,844.9277,7,0.2244
18,Netherlands,D,2,Group stage,504.7103,568.1866,4,-0.9918
19,Nepal,D,0,Group stage,439.4841,620.0783,4,-2.8218
