,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1260.2004,996.5313,9,1.831
1,Pakistan,S8_G2,8,Super 8 stage,975.4126,814.3744,7,1.4378
2,Ireland,A,4,Group stage,517.3352,489.7258,4,0.4314
3,Canada,A,0,Group stage,406.0117,706.975,4,-4.7026
4,United States of America,A,2,Group stage,451.0783,568.7726,4,-1.839
5,England,S8_G2,14,Finalist,1269.7261,1076.5719,9,1.3413
6,Australia,S8_G1,8,Super 8 stage,980.8745,800.8907,7,1.607
7,Namibia,B,4,Group stage,456.5849,541.9049,4,-1.3331
8,Scotland,B,2,Group stage,467.2204,552.7942,4,-1.3371
9,Oman,B,0,Group stage,434.5993,584.9084,4,-2.3486
10,New Zealand,S8_G1,12,Semifinalist,1162.6651,898.7464,8,2.0619
11,West Indies,S8_G2,8,Super 8 stage,1099.5695,860.8659,7,2.1313
12,Afghanistan,C,4,Group stage,552.5958,587.7108,4,-0.5487
13,Uganda,C,0,Group stage,451.276,741.4083,4,-4.5333
14,Papua New Guinea,C,2,Group stage,496.7478,666.145,4,-2.6468
15,South Africa,S8_G2,10,Semifinalist,1081.4555,995.5926,8,0.6708
16,Sri Lanka,D,4,Group stage,535.2991,486.2858,4,0.7658
17,Bangladesh,S8_G1,6,Super 8 stage,843.3394,847.5429,7,-0.0375
18,Netherlands,D,2,Group stage,485.7912,540.7079,4,-0.8581
19,Nepal,D,0,Group stage,429.0766,598.4043,4,-2.6457
