,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1256.9942,1008.3926,9,1.7264
1,Pakistan,S8_G2,8,Super 8 stage,942.9428,815.9755,7,1.1336
2,Ireland,A,4,Group stage,520.9379,497.241,4,0.3703
3,Canada,A,0,Group stage,399.1487,670.4285,4,-4.2387
4,United States of America,A,2,Group stage,446.9356,558.9022,4,-1.7495
5,England,S8_G2,14,Semifinalist,1129.0813,960.6744,8,1.3157
6,Australia,S8_G1,10,Super 8 stage,981.378,813.8218,7,1.496
7,Namibia,B,2,Group stage,464.4037,549.8072,4,-1.3344
8,Scotland,B,4,Group stage,468.4639,541.8167,4,-1.1461
9,Oman,B,0,Group stage,443.0234,585.4099,4,-2.2248
10,New Zealand,S8_G1,12,Finalist,1315.9017,1018.3692,9,2.0662
11,West Indies,S8_G2,10,Semifinalist,1238.405,973.466,8,2.0698
12,Afghanistan,C,4,Group stage,566.6176,585.5608,4,-0.296
13,Uganda,C,0,Group stage,440.9081,795.1873,4,-5.5356
14,Papua New Guinea,C,2,Group stage,480.6858,653.4298,4,-2.6991
15,South Africa,S8_G2,8,Super 8 stage,959.2389,856.7579,7,0.915
16,Sri Lanka,D,4,Group stage,522.301,477.6668,4,0.6974
17,Bangladesh,S8_G1,6,Super 8 stage,852.0961,833.5335,7,0.1657
18,Netherlands,D,2,Group stage,485.4011,534.1734,4,-0.7621
19,Nepal,D,0,Group stage,432.884,617.1342,4,-2.8789
