,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Finalist,1263.6258,999.7679,9,1.8323
1,Pakistan,S8_G2,6,Super 8 stage,948.2195,810.9412,7,1.2257
2,Ireland,A,4,Group stage,526.8876,494.8428,4,0.5007
3,Canada,A,0,Group stage,394.9512,679.6462,4,-4.4484
4,United States of America,A,2,Group stage,442.3339,566.6976,4,-1.9432
5,England,S8_G2,10,Semifinalist,1125.0327,969.5032,8,1.2151
6,Australia,S8_G1,12,Champion,1244.4812,1084.8724,9,1.1084
7,Namibia,B,2,Group stage,449.3014,546.1799,4,-1.5137
8,Scotland,B,4,Group stage,489.1389,536.0816,4,-0.7335
9,Oman,B,0,Group stage,444.25,582.5769,4,-2.1614
10,New Zealand,S8_G1,10,Super 8 stage,1040.2027,786.9218,7,2.2614
11,West Indies,S8_G2,12,Semifinalist,1214.4619,986.405,8,1.7817
12,Afghanistan,C,4,Group stage,561.7427,591.0225,4,-0.4575
13,Uganda,C,0,Group stage,460.4169,716.9361,4,-4.0081
14,Papua New Guinea,C,2,Group stage,465.2035,651.2874,4,-2.9076
15,South Africa,S8_G2,10,Super 8 stage,964.7299,865.6988,7,0.8842
16,Sri Lanka,D,4,Group stage,535.9331,484.358,4,0.8059
17,Bangladesh,S8_G1,6,Super 8 stage,858.8442,843.1074,7,0.1405
18,Netherlands,D,2,Group stage,494.8548,546.0012,4,-0.7992
19,Nepal,D,0,Group stage,435.2287,616.9925,4,-2.8401
