,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1264.2131,995.8704,9,1.8635
1,Pakistan,S8_G2,8,Super 8 stage,937.5494,817.148,7,1.075
2,Ireland,A,4,Group stage,524.5553,475.938,4,0.7596
3,Canada,A,0,Group stage,374.0064,674.665,4,-4.6978
4,United States of America,A,2,Group stage,463.7254,573.2127,4,-1.7107
5,England,S8_G2,12,Finalist,1265.0228,1109.0816,9,1.0829
6,Australia,S8_G1,12,Super 8 stage,982.1527,814.4793,7,1.4971
7,Namibia,B,2,Group stage,471.0755,540.9687,4,-1.0921
8,Scotland,B,4,Group stage,487.0865,540.7481,4,-0.8385
9,Oman,B,0,Group stage,434.8566,600.3458,4,-2.5858
10,New Zealand,S8_G1,12,Semifinalist,1158.6746,918.1954,8,1.8787
11,West Indies,S8_G2,8,Super 8 stage,1094.5082,844.1543,7,2.2353
12,Afghanistan,C,4,Group stage,573.3289,575.4651,4,-0.0334
13,Uganda,C,0,Group stage,424.4199,750.6755,4,-5.0977
14,Papua New Guinea,C,2,Group stage,492.6327,637.5601,4,-2.2645
15,South Africa,S8_G2,10,Semifinalist,1070.8083,990.0516,8,0.6309
16,Sri Lanka,D,4,Group stage,514.5258,469.8815,4,0.6976
17,Bangladesh,S8_G1,6,Super 8 stage,855.6983,842.2274,7,0.1203
18,Netherlands,D,2,Group stage,523.169,544.3019,4,-0.3302
19,Nepal,D,0,Group stage,426.3197,623.359,4,-3.0787
