,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1263.5756,996.8696,9,1.8521
1,Pakistan,S8_G2,8,Super 8 stage,948.8868,811.347,7,1.228
2,Ireland,A,4,Group stage,529.4105,500.0771,4,0.4583
3,Canada,A,0,Group stage,384.3887,678.6183,4,-4.5973
4,United States of America,A,2,Group stage,435.09,547.8392,4,-1.7617
5,England,S8_G2,14,Semifinalist,1129.7539,969.8698,8,1.2491
6,Australia,S8_G1,10,Super 8 stage,987.1458,794.9646,7,1.7159
7,Namibia,B,2,Group stage,464.8215,544.7011,4,-1.2481
8,Scotland,B,4,Group stage,472.236,541.3427,4,-1.0798
9,Oman,B,0,Group stage,423.0654,581.277,4,-2.4721
10,New Zealand,S8_G1,12,Finalist,1313.5539,1050.0253,9,1.8301
11,West Indies,S8_G2,10,Semifinalist,1223.3263,986.4307,8,1.8507
12,Afghanistan,C,4,Group stage,583.508,600.3618,4,-0.2633
13,Uganda,C,0,Group stage,422.37,752.6894,4,-5.1612
14,Papua New Guinea,C,2,Group stage,496.652,630.7506,4,-2.0953
15,South Africa,S8_G2,8,Super 8 stage,966.1694,884.3083,7,0.7309
16,Sri Lanka,D,4,Group stage,533.0509,478.7442,4,0.8485
17,Bangladesh,S8_G1,6,Super 8 stage,856.3867,845.8414,7,0.0942
18,Netherlands,D,2,Group stage,504.2285,532.1055,4,-0.4356
19,Nepal,D,0,Group stage,427.484,636.9402,4,-3.2728
