,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Finalist,1252.0314,1005.969,9,1.7088
1,Pakistan,S8_G2,8,Super 8 stage,971.8831,827.1775,7,1.292
2,Ireland,A,4,Group stage,520.5556,484.2453,4,0.5673
3,Canada,A,0,Group stage,389.206,671.7239,4,-4.4143
4,United States of America,A,2,Group stage,447.5113,572.7191,4,-1.9564
5,England,S8_G2,12,Champion,1273.8772,1087.0358,9,1.2975
6,Australia,S8_G1,12,Semifinalist,1098.0316,931.063,8,1.3044
7,Namibia,B,2,Group stage,464.6125,553.5045,4,-1.3889
8,Scotland,B,4,Group stage,464.4461,544.6192,4,-1.2527
9,Oman,B,0,Group stage,454.2695,590.8523,4,-2.1341
10,New Zealand,S8_G1,10,Super 8 stage,1027.0236,768.1,7,2.3118
11,West Indies,S8_G2,10,Semifinalist,1214.6533,983.7345,8,1.8041
12,Afghanistan,C,4,Group stage,583.6603,612.4507,4,-0.4498
13,Uganda,C,0,Group stage,442.7914,757.3945,4,-4.9157
14,Papua New Guinea,C,2,Group stage,508.3274,651.7485,4,-2.241
15,South Africa,S8_G2,8,Super 8 stage,953.6499,863.4917,7,0.805
16,Sri Lanka,D,4,Group stage,529.8612,471.4042,4,0.9134
17,Bangladesh,S8_G1,6,Super 8 stage,857.1259,834.5302,7,0.2017
18,Netherlands,D,2,Group stage,480.411,538.9476,4,-0.9146
19,Nepal,D,0,Group stage,420.0524,603.2695,4,-2.8628
