,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1255.5056,990.1057,9,1.8431
1,Pakistan,S8_G2,8,Super 8 stage,957.6685,808.4182,7,1.3326
2,Ireland,A,4,Group stage,518.8766,482.7168,4,0.565
3,Canada,A,0,Group stage,385.006,665.9068,4,-4.3891
4,United States of America,A,2,Group stage,423.2123,555.5275,4,-2.0674
5,England,S8_G2,12,Semifinalist,1120.4708,969.0383,8,1.1831
6,Australia,S8_G1,12,Super 8 stage,978.5622,808.0734,7,1.5222
7,Namibia,B,2,Group stage,457.2758,554.3691,4,-1.5171
8,Scotland,B,4,Group stage,487.8062,538.6519,4,-0.7945
9,Oman,B,0,Group stage,440.5075,577.0085,4,-2.1328
10,New Zealand,S8_G1,12,Finalist,1293.3118,1042.5059,9,1.7417
11,West Indies,S8_G2,10,Semifinalist,1228.3908,976.6961,8,1.9664
12,Afghanistan,C,4,Group stage,580.6138,588.878,4,-0.1291
13,Uganda,C,0,Group stage,439.6256,783.4771,4,-5.3727
14,Papua New Guinea,C,2,Group stage,510.3397,659.8154,4,-2.3356
15,South Africa,S8_G2,8,Super 8 stage,957.9178,863.2251,7,0.8455
16,Sri Lanka,D,4,Group stage,538.8157,491.3777,4,0.7412
17,Bangladesh,S8_G1,6,Super 8 stage,839.6635,841.3633,7,-0.0152
18,Netherlands,D,2,Group stage,495.7591,539.5895,4,-0.6849
19,Nepal,D,0,Group stage,429.3233,601.9081,4,-2.6966
