,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1257.0717,1013.4745,9,1.6916
1,Pakistan,S8_G2,6,Super 8 stage,940.0178,809.6154,7,1.1643
2,Ireland,A,4,Group stage,499.3017,490.6361,4,0.1354
3,Canada,A,0,Group stage,411.1974,656.2549,4,-3.829
4,United States of America,A,2,Group stage,442.1323,561.0116,4,-1.8575
5,England,S8_G2,14,Finalist,1261.5211,1089.361,9,1.1956
6,Australia,S8_G1,10,Semifinalist,1117.7498,945.5951,8,1.345
7,Namibia,B,2,Group stage,442.7262,541.1915,4,-1.5385
8,Scotland,B,4,Group stage,464.8014,549.3107,4,-1.3205
9,Oman,B,0,Group stage,442.6726,566.8965,4,-1.941
10,New Zealand,S8_G1,8,Super 8 stage,1052.8757,794.9234,7,2.3031
11,West Indies,S8_G2,12,Semifinalist,1217.8748,989.2955,8,1.7858
12,Afghanistan,C,4,Group stage,561.162,574.8376,4,-0.2137
13,Uganda,C,0,Group stage,444.9922,749.2379,4,-4.7538
14,Papua New Guinea,C,2,Group stage,484.8567,649.4049,4,-2.5711
15,South Africa,S8_G2,10,Super 8 stage,968.266,879.9931,7,0.7882
16,Sri Lanka,D,4,Group stage,517.1264,494.1904,4,0.3584
17,Bangladesh,S8_G1,6,Super 8 stage,863.9587,835.7959,7,0.2515
18,Netherlands,D,2,Group stage,518.7544,539.8435,4,-0.3295
19,Nepal,D,0,Group stage,434.1485,612.3379,4,-2.7842
