,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1252.4121,981.011,9,1.8847
1,Pakistan,S8_G2,8,Super 8 stage,962.7744,805.6529,7,1.4029
2,Ireland,A,4,Group stage,515.1863,480.3452,4,0.5444
3,Canada,A,0,Group stage,373.9806,669.2139,4,-4.613
4,United States of America,A,2,Group stage,441.3201,555.326,4,-1.7813
5,England,S8_G2,14,Semifinalist,1124.2333,966.3994,8,1.2331
6,Australia,S8_G1,8,Super 8 stage,976.5945,807.3625,7,1.511
7,Namibia,B,2,Group stage,469.7243,545.697,4,-1.1871
8,Scotland,B,4,Group stage,497.0265,553.3881,4,-0.8806
9,Oman,B,0,Group stage,430.191,598.092,4,-2.6235
10,New Zealand,S8_G1,12,Finalist,1305.0068,1034.9764,9,1.8752
11,West Indies,S8_G2,10,Semifinalist,1226.9771,970.5206,8,2.0036
12,Afghanistan,C,4,Group stage,567.7201,623.7893,4,-0.8761
13,Uganda,C,0,Group stage,436.2934,765.1934,4,-5.1391
14,Papua New Guinea,C,2,Group stage,509.2525,652.7398,4,-2.242
15,South Africa,S8_G2,8,Super 8 stage,962.0076,860.9285,7,0.9025
16,Sri Lanka,D,4,Group stage,533.8022,481.7185,4,0.8138
17,Bangladesh,S8_G1,6,Super 8 stage,850.8861,852.512,7,-0.0145
18,Netherlands,D,2,Group stage,502.5843,528.3728,4,-0.4029
19,Nepal,D,0,Group stage,424.7138,629.4476,4,-3.199
