,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1249.1117,1002.5273,9,1.7124
1,Pakistan,S8_G2,8,Super 8 stage,949.044,817.8191,7,1.1717
2,Ireland,A,4,Group stage,522.6175,488.8306,4,0.5279
3,Canada,A,0,Group stage,379.1463,689.0949,4,-4.8429
4,United States of America,A,2,Group stage,480.4586,545.5657,4,-1.0173
5,England,S8_G2,12,Semifinalist,1120.7332,950.4796,8,1.3301
6,Australia,S8_G1,12,Semifinalist,1132.4854,929.611,8,1.585
7,Namibia,B,4,Group stage,464.3083,539.3956,4,-1.1732
8,Scotland,B,2,Group stage,467.4071,562.8406,4,-1.4911
9,Oman,B,0,Group stage,435.5973,592.6963,4,-2.4547
10,New Zealand,S8_G1,8,Super 8 stage,1049.962,792.5184,7,2.2986
11,West Indies,S8_G2,12,Finalist,1361.7023,1104.6437,9,1.7851
12,Afghanistan,C,4,Group stage,559.3816,590.5147,4,-0.4865
13,Uganda,C,0,Group stage,440.8653,757.2053,4,-4.9428
14,Papua New Guinea,C,2,Group stage,495.9011,644.5115,4,-2.322
15,South Africa,S8_G2,8,Super 8 stage,951.1688,872.7214,7,0.7004
16,Sri Lanka,D,4,Group stage,543.4368,477.1116,4,1.0363
17,Bangladesh,S8_G1,6,Super 8 stage,869.9548,860.9383,7,0.0805
18,Netherlands,D,2,Group stage,489.0547,526.1251,4,-0.5792
19,Nepal,D,0,Group stage,428.114,645.3005,4,-3.3935
