,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1261.5197,994.7064,9,1.8529
1,Pakistan,S8_G2,6,Super 8 stage,962.0598,813.9136,7,1.3227
2,Ireland,A,4,Group stage,526.3669,491.4212,4,0.546
3,Canada,A,0,Group stage,378.5458,713.1853,4,-5.2287
4,United States of America,A,2,Group stage,461.4779,551.0029,4,-1.3988
5,England,S8_G2,14,Semifinalist,1130.4463,971.9536,8,1.2382
6,Australia,S8_G1,8,Super 8 stage,969.3038,798.8314,7,1.5221
7,Namibia,B,4,Group stage,466.0431,521.1064,4,-0.8604
8,Scotland,B,0,Group stage,462.7439,564.936,4,-1.5968
9,Oman,B,2,Group stage,429.572,578.0136,4,-2.3194
10,New Zealand,S8_G1,10,Finalist,1311.1207,1037.5323,9,1.8999
11,West Indies,S8_G2,10,Super 8 stage,1089.1278,846.6654,7,2.1648
12,Afghanistan,C,4,Group stage,571.2982,616.4075,4,-0.7048
13,Uganda,C,0,Group stage,429.0053,754.3746,4,-5.0839
14,Papua New Guinea,C,2,Group stage,503.2543,633.7309,4,-2.0387
15,South Africa,S8_G2,12,Semifinalist,1085.6864,1000.5706,8,0.665
16,Sri Lanka,D,4,Group stage,528.501,483.0957,4,0.7095
17,Bangladesh,S8_G1,6,Super 8 stage,862.3418,831.9302,7,0.2715
18,Netherlands,D,2,Group stage,484.7819,533.8151,4,-0.7661
19,Nepal,D,0,Group stage,435.7383,611.7425,4,-2.7501
