,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1254.1794,1004.724,9,1.7323
1,Pakistan,S8_G2,8,Super 8 stage,951.5193,804.3437,7,1.3141
2,Ireland,A,4,Group stage,505.0279,476.0149,4,0.4533
3,Canada,A,0,Group stage,397.6876,667.7182,4,-4.2192
4,United States of America,A,2,Group stage,447.405,575.2196,4,-1.9971
5,England,S8_G2,14,Finalist,1267.9192,1084.5962,9,1.2731
6,Australia,S8_G1,12,Semifinalist,1101.8377,943.7587,8,1.235
7,Namibia,B,4,Group stage,458.3265,539.4064,4,-1.2669
8,Scotland,B,0,Group stage,449.7093,549.2405,4,-1.5552
9,Oman,B,2,Group stage,431.9277,561.8251,4,-2.0296
10,New Zealand,S8_G1,10,Super 8 stage,1056.9254,789.2166,7,2.3903
11,West Indies,S8_G2,10,Semifinalist,1224.1862,973.0763,8,1.9618
12,Afghanistan,C,4,Group stage,563.3035,622.7908,4,-0.9295
13,Uganda,C,0,Group stage,429.9373,752.3746,4,-5.0381
14,Papua New Guinea,C,2,Group stage,506.1907,640.8084,4,-2.1034
15,South Africa,S8_G2,8,Super 8 stage,954.6167,853.0522,7,0.9068
16,Sri Lanka,D,4,Group stage,515.0186,470.1797,4,0.7006
17,Bangladesh,S8_G1,6,Super 8 stage,845.7318,835.924,7,0.0876
18,Netherlands,D,2,Group stage,506.5019,533.5175,4,-0.4221
19,Nepal,D,0,Group stage,421.9274,612.0918,4,-2.9713
