,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1260.4759,1009.272,9,1.7445
1,Pakistan,S8_G2,8,Super 8 stage,953.2929,807.4818,7,1.3019
2,Ireland,A,4,Group stage,545.156,480.5336,4,1.0097
3,Canada,A,0,Group stage,392.0435,699.596,4,-4.8055
4,United States of America,A,2,Group stage,438.7183,570.8142,4,-2.064
5,England,S8_G2,14,Finalist,1280.6369,1094.5427,9,1.2923
6,Australia,S8_G1,8,Super 8 stage,975.3539,813.6596,7,1.4437
7,Namibia,B,4,Group stage,447.1992,535.7493,4,-1.3836
8,Scotland,B,2,Group stage,469.8018,541.1296,4,-1.1145
9,Oman,B,0,Group stage,434.5835,583.6385,4,-2.329
10,New Zealand,S8_G1,12,Semifinalist,1148.4284,898.3746,8,1.9535
11,West Indies,S8_G2,10,Semifinalist,1200.0662,990.1825,8,1.6397
12,Afghanistan,C,4,Group stage,567.8645,578.1758,4,-0.1611
13,Uganda,C,0,Group stage,430.0345,739.3788,4,-4.8335
14,Papua New Guinea,C,2,Group stage,516.6449,633.2622,4,-1.8221
15,South Africa,S8_G2,8,Super 8 stage,942.9989,876.4336,7,0.5943
16,Sri Lanka,D,4,Group stage,516.8832,476.5967,4,0.6295
17,Bangladesh,S8_G1,6,Super 8 stage,853.0774,841.9068,7,0.0997
18,Netherlands,D,2,Group stage,507.2824,540.652,4,-0.5214
19,Nepal,D,0,Group stage,448.8642,618.0265,4,-2.6432
