,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Finalist,1244.7551,1008.1216,9,1.6433
1,Pakistan,S8_G2,8,Super 8 stage,961.5526,820.596,7,1.2585
2,Ireland,A,4,Group stage,513.4324,479.676,4,0.5274
3,Canada,A,0,Group stage,388.5751,679.1085,4,-4.5396
4,United States of America,A,2,Group stage,455.2241,564.9156,4,-1.7139
5,England,S8_G2,12,Champion,1281.5714,1091.4989,9,1.3199
6,Australia,S8_G1,12,Semifinalist,1113.8351,932.6184,8,1.4158
7,Namibia,B,4,Group stage,456.9728,531.3914,4,-1.1628
8,Scotland,B,2,Group stage,458.5971,547.2359,4,-1.385
9,Oman,B,0,Group stage,427.0333,580.3178,4,-2.3951
10,New Zealand,S8_G1,8,Super 8 stage,1044.4204,782.6644,7,2.3371
11,West Indies,S8_G2,10,Semifinalist,1237.0068,977.2122,8,2.0296
12,Afghanistan,C,4,Group stage,560.7731,614.8883,4,-0.8455
13,Uganda,C,0,Group stage,443.1568,766.3454,4,-5.0498
14,Papua New Guinea,C,2,Group stage,508.3327,649.1462,4,-2.2002
15,South Africa,S8_G2,10,Super 8 stage,954.1579,864.2818,7,0.8025
16,Sri Lanka,D,4,Group stage,523.0326,475.969,4,0.7354
17,Bangladesh,S8_G1,6,Super 8 stage,852.134,844.3597,7,0.0694
18,Netherlands,D,2,Group stage,504.6094,530.6271,4,-0.4065
19,Nepal,D,0,Group stage,426.724,614.9225,4,-2.9406
