,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1249.4017,1013.9813,9,1.6349
1,Pakistan,S8_G2,6,Super 8 stage,955.9878,817.0178,7,1.2408
2,Ireland,A,4,Group stage,538.8545,466.2768,4,1.134
3,Canada,A,0,Group stage,390.8047,678.6924,4,-4.4982
4,United States of America,A,2,Group stage,425.79,572.6521,4,-2.2947
5,England,S8_G2,14,Finalist,1255.209,1094.2141,9,1.118
6,Australia,S8_G1,12,Semifinalist,1106.8286,946.5406,8,1.2523
7,Namibia,B,2,Group stage,465.9618,533.0358,4,-1.048
8,Scotland,B,4,Group stage,477.3354,537.0372,4,-0.9328
9,Oman,B,0,Group stage,420.3766,568.3581,4,-2.3122
10,New Zealand,S8_G1,10,Super 8 stage,1070.2084,779.1323,7,2.5989
11,West Indies,S8_G2,10,Semifinalist,1260.5023,977.5666,8,2.2104
12,Afghanistan,C,4,Group stage,569.4588,558.864,4,0.1655
13,Uganda,C,0,Group stage,420.8905,782.5449,4,-5.6508
14,Papua New Guinea,C,2,Group stage,475.9063,667.5816,4,-2.9949
15,South Africa,S8_G2,10,Super 8 stage,952.2583,877.385,7,0.6685
16,Sri Lanka,S8_G1,6,Super 8 stage,883.7065,869.7845,7,0.1243
17,Bangladesh,D,4,Group stage,528.3165,461.1601,4,1.0493
18,Netherlands,D,2,Group stage,494.7184,548.2447,4,-0.8363
19,Nepal,D,0,Group stage,433.6208,626.0671,4,-3.007
