,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1267.0355,1012.8629,9,1.7651
1,Pakistan,S8_G2,8,Super 8 stage,942.5357,812.2572,7,1.1632
2,Ireland,A,4,Group stage,507.4421,479.7085,4,0.4333
3,Canada,A,0,Group stage,389.8069,666.8714,4,-4.3291
4,United States of America,A,2,Group stage,451.3641,565.3844,4,-1.7816
5,England,S8_G2,12,Semifinalist,1145.1914,975.7876,8,1.3235
6,Australia,S8_G1,12,Semifinalist,1106.9657,956.4099,8,1.1762
7,Namibia,B,4,Group stage,465.9812,541.832,4,-1.1852
8,Scotland,B,2,Group stage,468.9988,549.6093,4,-1.2595
9,Oman,B,0,Group stage,440.4887,571.5665,4,-2.0481
10,New Zealand,S8_G1,8,Super 8 stage,1042.0292,783.9594,7,2.3042
11,West Indies,S8_G2,12,Finalist,1349.4608,1105.6334,9,1.6932
12,Afghanistan,C,4,Group stage,559.9694,575.0916,4,-0.2363
13,Uganda,C,0,Group stage,426.0065,764.1782,4,-5.2839
14,Papua New Guinea,C,2,Group stage,499.7977,632.0577,4,-2.0666
15,South Africa,S8_G2,8,Super 8 stage,966.6633,857.9683,7,0.9705
16,Sri Lanka,D,4,Group stage,523.0451,479.8738,4,0.6746
17,Bangladesh,S8_G1,6,Super 8 stage,849.7241,841.6355,7,0.0722
18,Netherlands,D,2,Group stage,487.566,525.8127,4,-0.5976
19,Nepal,D,0,Group stage,425.2699,616.8419,4,-2.9933
