,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1260.106,998.6574,9,1.8156
1,Pakistan,S8_G2,6,Super 8 stage,947.1308,828.9328,7,1.0553
2,Ireland,A,4,Group stage,526.5996,475.843,4,0.7931
3,Canada,A,0,Group stage,387.4676,667.9991,4,-4.3833
4,United States of America,A,2,Group stage,435.114,562.6372,4,-1.9926
5,England,S8_G2,14,Semifinalist,1119.1166,968.4997,8,1.1767
6,Australia,S8_G1,8,Super 8 stage,978.6727,804.6279,7,1.554
7,Namibia,B,2,Group stage,443.4031,524.6686,4,-1.2698
8,Scotland,B,4,Group stage,459.0729,533.705,4,-1.1661
9,Oman,B,0,Group stage,440.279,565.1399,4,-1.951
10,New Zealand,S8_G1,10,Finalist,1285.334,1046.5516,9,1.6582
11,West Indies,S8_G2,12,Semifinalist,1224.183,979.2527,8,1.9135
12,Afghanistan,C,4,Group stage,590.4611,593.7987,4,-0.0522
13,Uganda,C,0,Group stage,440.8441,773.6132,4,-5.1995
14,Papua New Guinea,C,2,Group stage,516.2327,655.8066,4,-2.1808
15,South Africa,S8_G2,10,Super 8 stage,955.8701,867.9215,7,0.7853
16,Sri Lanka,D,4,Group stage,508.2108,482.4091,4,0.4032
17,Bangladesh,S8_G1,6,Super 8 stage,861.9122,845.9566,7,0.1425
18,Netherlands,D,2,Group stage,503.1288,511.5292,4,-0.1313
19,Nepal,D,0,Group stage,417.334,612.923,4,-3.0561
