,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1245.4897,988.8624,9,1.7821
1,Pakistan,S8_G2,8,Super 8 stage,950.7722,822.5635,7,1.1447
2,Ireland,A,4,Group stage,516.1795,483.8508,4,0.5051
3,Canada,A,0,Group stage,398.9993,644.3439,4,-3.8335
4,United States of America,A,2,Group stage,431.2826,561.0186,4,-2.0271
5,England,S8_G2,14,Finalist,1269.9692,1085.8039,9,1.2789
6,Australia,S8_G1,8,Super 8 stage,982.7687,820.7624,7,1.4465
7,Namibia,B,2,Group stage,456.4846,545.9209,4,-1.3974
8,Scotland,B,4,Group stage,466.5933,534.1526,4,-1.0556
9,Oman,B,0,Group stage,430.7433,589.7145,4,-2.4839
10,New Zealand,S8_G1,12,Semifinalist,1181.8129,903.5619,8,2.1738
11,West Indies,S8_G2,8,Super 8 stage,1041.8025,840.7194,7,1.7954
12,Afghanistan,C,4,Group stage,566.5267,567.3974,4,-0.0136
13,Uganda,C,0,Group stage,434.2269,741.778,4,-4.8055
14,Papua New Guinea,C,2,Group stage,489.5141,649.65,4,-2.5021
15,South Africa,S8_G2,10,Semifinalist,1068.1466,996.489,8,0.5598
16,Sri Lanka,D,4,Group stage,509.6265,488.7649,4,0.326
17,Bangladesh,S8_G1,6,Super 8 stage,875.2191,840.7117,7,0.3081
18,Netherlands,D,2,Group stage,496.8483,530.0969,4,-0.5195
19,Nepal,D,0,Group stage,422.345,599.1884,4,-2.7632
