,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1272.567,1005.4684,9,1.8549
1,Pakistan,S8_G2,8,Super 8 stage,950.6355,820.7701,7,1.1595
2,Ireland,A,4,Group stage,522.9517,475.1156,4,0.7474
3,Canada,A,0,Group stage,395.8406,685.7238,4,-4.5294
4,United States of America,A,2,Group stage,450.6727,575.6256,4,-1.9524
5,England,S8_G2,14,Finalist,1271.5962,1097.7536,9,1.2072
6,Australia,S8_G1,10,Super 8 stage,994.0992,814.1942,7,1.6063
7,Namibia,B,2,Group stage,449.3375,536.8854,4,-1.3679
8,Scotland,B,4,Group stage,471.676,550.1192,4,-1.2257
9,Oman,B,0,Group stage,454.1082,597.9325,4,-2.2473
10,New Zealand,S8_G1,10,Semifinalist,1183.3725,916.4849,8,2.0851
11,West Indies,S8_G2,10,Semifinalist,1190.5235,985.9488,8,1.5982
12,Afghanistan,C,4,Group stage,608.3069,593.5054,4,0.2313
13,Uganda,C,0,Group stage,426.7651,778.3658,4,-5.4938
14,Papua New Guinea,C,2,Group stage,496.3735,622.8065,4,-1.9755
15,South Africa,S8_G2,8,Super 8 stage,952.9806,865.608,7,0.7801
16,Sri Lanka,S8_G1,6,Super 8 stage,867.3943,877.8862,7,-0.0937
17,Bangladesh,D,4,Group stage,520.9372,459.9758,4,0.9525
18,Netherlands,D,2,Group stage,497.2211,524.8338,4,-0.4314
19,Nepal,D,0,Group stage,437.8782,630.234,4,-3.0056
