,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1252.6301,1005.3076,9,1.7175
1,Pakistan,S8_G2,6,Super 8 stage,960.3251,829.5727,7,1.1674
2,Ireland,A,4,Group stage,535.6763,495.2312,4,0.632
3,Canada,A,0,Group stage,400.5177,684.2173,4,-4.4328
4,United States of America,A,2,Group stage,454.139,563.7201,4,-1.7122
5,England,S8_G2,14,Semifinalist,1143.3381,954.416,8,1.476
6,Australia,S8_G1,8,Super 8 stage,970.4044,810.8668,7,1.4244
7,Namibia,B,4,Group stage,466.0492,542.058,4,-1.1876
8,Scotland,B,2,Group stage,470.1765,564.0297,4,-1.4665
9,Oman,B,0,Group stage,448.6068,588.388,4,-2.1841
10,New Zealand,S8_G1,12,Finalist,1280.9583,1034.797,9,1.7095
11,West Indies,S8_G2,10,Semifinalist,1188.3455,969.2588,8,1.7116
12,Afghanistan,C,4,Group stage,562.5996,605.001,4,-0.6625
13,Uganda,C,0,Group stage,432.5805,737.7347,4,-4.768
14,Papua New Guinea,C,2,Group stage,516.2007,614.4751,4,-1.5355
15,South Africa,S8_G2,10,Super 8 stage,957.0225,854.1065,7,0.9189
16,Sri Lanka,D,4,Group stage,531.4778,473.5029,4,0.9059
17,Bangladesh,S8_G1,6,Super 8 stage,861.8413,840.9661,7,0.1864
18,Netherlands,D,2,Group stage,484.7147,551.3209,4,-1.0407
19,Nepal,D,0,Group stage,420.5416,619.1754,4,-3.1037
