,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1266.2754,995.7122,9,1.8789
1,Pakistan,S8_G2,8,Super 8 stage,972.4717,820.317,7,1.3585
2,Ireland,A,4,Group stage,527.3081,490.0025,4,0.5829
3,Canada,A,0,Group stage,379.0866,689.8502,4,-4.8557
4,United States of America,A,2,Group stage,461.2996,576.4513,4,-1.7992
5,England,S8_G2,12,Semifinalist,1146.687,970.349,8,1.3776
6,Australia,S8_G1,12,Finalist,1234.732,1080.345,9,1.0721
7,Namibia,B,4,Group stage,476.0409,546.1676,4,-1.0957
8,Scotland,B,2,Group stage,461.6083,554.2573,4,-1.4476
9,Oman,B,0,Group stage,436.0766,575.1819,4,-2.1735
10,New Zealand,S8_G1,10,Super 8 stage,1051.6935,789.3329,7,2.3425
11,West Indies,S8_G2,10,Semifinalist,1219.858,988.0821,8,1.8107
12,Afghanistan,C,4,Group stage,550.5899,612.1979,4,-0.9626
13,Uganda,C,0,Group stage,431.3269,750.1426,4,-4.9815
14,Papua New Guinea,C,2,Group stage,525.3544,637.4888,4,-1.7521
15,South Africa,S8_G2,8,Super 8 stage,966.4455,878.8204,7,0.7824
16,Sri Lanka,D,4,Group stage,543.9869,473.4785,4,1.1017
17,Bangladesh,S8_G1,6,Super 8 stage,866.5457,850.3659,7,0.1445
18,Netherlands,D,2,Group stage,492.4989,534.1333,4,-0.6505
19,Nepal,D,0,Group stage,428.2469,625.4567,4,-3.0814
