,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1277.3612,996.4651,9,1.9507
1,Pakistan,S8_G2,8,Super 8 stage,935.4601,812.3175,7,1.0995
2,Ireland,A,4,Group stage,519.8377,465.4976,4,0.8491
3,Canada,A,0,Group stage,383.4849,674.3243,4,-4.5444
4,United States of America,A,2,Group stage,430.0643,569.3718,4,-2.1767
5,England,S8_G2,12,Finalist,1274.8507,1096.5225,9,1.2384
6,Australia,S8_G1,12,Semifinalist,1097.7522,939.8843,8,1.2333
7,Namibia,B,2,Group stage,459.3293,530.7158,4,-1.1154
8,Scotland,B,4,Group stage,454.7202,545.6828,4,-1.4213
9,Oman,B,0,Group stage,445.772,569.7448,4,-1.9371
10,New Zealand,S8_G1,10,Super 8 stage,1032.188,781.668,7,2.2368
11,West Indies,S8_G2,8,Super 8 stage,1089.4678,855.1539,7,2.0921
12,Afghanistan,C,4,Group stage,582.7981,583.2193,4,-0.0066
13,Uganda,C,0,Group stage,450.1815,780.3977,4,-5.1596
14,Papua New Guinea,C,2,Group stage,491.3884,636.9211,4,-2.2739
15,South Africa,S8_G2,10,Semifinalist,1080.1918,999.5697,8,0.6299
16,Sri Lanka,D,4,Group stage,522.8597,480.8661,4,0.6562
17,Bangladesh,S8_G1,6,Super 8 stage,857.1909,839.3041,7,0.1597
18,Netherlands,D,2,Group stage,488.5146,544.2361,4,-0.8706
19,Nepal,D,0,Group stage,420.8607,592.4115,4,-2.6805
