,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1276.8568,1008.7197,9,1.8621
1,Pakistan,S8_G2,6,Super 8 stage,962.1507,814.8568,7,1.3151
2,Ireland,A,4,Group stage,521.6155,483.2369,4,0.5997
3,Canada,A,0,Group stage,398.5801,675.809,4,-4.3317
4,United States of America,A,2,Group stage,428.7655,576.7893,4,-2.3129
5,England,S8_G2,14,Finalist,1271.3955,1092.2705,9,1.2439
6,Australia,S8_G1,8,Super 8 stage,963.6412,825.9296,7,1.2296
7,Namibia,B,2,Group stage,467.0382,536.5045,4,-1.0854
8,Scotland,B,4,Group stage,485.8717,531.6776,4,-0.7157
9,Oman,B,0,Group stage,431.6208,603.0469,4,-2.6785
10,New Zealand,S8_G1,12,Semifinalist,1160.5836,922.3273,8,1.8614
11,West Indies,S8_G2,10,Semifinalist,1232.566,991.0485,8,1.8869
12,Afghanistan,C,4,Group stage,574.9332,597.0363,4,-0.3454
13,Uganda,C,0,Group stage,449.1113,753.1817,4,-4.7511
14,Papua New Guinea,C,2,Group stage,497.4294,641.4603,4,-2.2505
15,South Africa,S8_G2,10,Super 8 stage,954.609,858.5708,7,0.8575
16,Sri Lanka,D,4,Group stage,528.3836,487.8155,4,0.6339
17,Bangladesh,S8_G1,6,Super 8 stage,856.5128,848.7447,7,0.0694
18,Netherlands,D,2,Group stage,500.9967,532.3474,4,-0.4899
19,Nepal,D,0,Group stage,434.8937,616.1821,4,-2.8326
