,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Finalist,1271.8839,1009.7989,9,1.82
1,Pakistan,S8_G2,8,Super 8 stage,956.7212,821.985,7,1.203
2,Ireland,A,4,Group stage,525.7053,479.6838,4,0.7191
3,Canada,A,0,Group stage,398.4371,681.1576,4,-4.4175
4,United States of America,A,2,Group stage,445.7142,575.8733,4,-2.0337
5,England,S8_G2,14,Champion,1258.4439,1084.9065,9,1.2051
6,Australia,S8_G1,10,Super 8 stage,985.507,801.8383,7,1.6399
7,Namibia,B,4,Group stage,460.9658,536.7644,4,-1.1844
8,Scotland,B,2,Group stage,458.9679,540.9673,4,-1.2812
9,Oman,B,0,Group stage,437.8776,586.1684,4,-2.317
10,New Zealand,S8_G1,10,Semifinalist,1159.2248,909.6796,8,1.9496
11,West Indies,S8_G2,10,Semifinalist,1233.1539,982.7873,8,1.956
12,Afghanistan,C,4,Group stage,578.4601,600.6889,4,-0.3473
13,Uganda,C,0,Group stage,428.7557,751.0528,4,-5.0359
14,Papua New Guinea,C,2,Group stage,485.1048,624.49,4,-2.1779
15,South Africa,S8_G2,8,Super 8 stage,944.6626,880.5678,7,0.5723
16,Sri Lanka,S8_G1,6,Super 8 stage,869.4678,870.2902,7,-0.0073
17,Bangladesh,D,4,Group stage,505.4912,456.1814,4,0.7705
18,Netherlands,D,2,Group stage,483.8268,526.4897,4,-0.6666
19,Nepal,D,0,Group stage,439.0756,606.0759,4,-2.6094
