,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1234.2811,1000.255,9,1.6252
1,Pakistan,S8_G2,8,Super 8 stage,927.839,818.2751,7,0.9782
2,Ireland,A,4,Group stage,538.8475,486.9143,4,0.8115
3,Canada,A,0,Group stage,395.3683,645.0545,4,-3.9013
4,United States of America,A,2,Group stage,443.4051,561.3589,4,-1.843
5,England,S8_G2,14,Semifinalist,1149.0385,961.4219,8,1.4658
6,Australia,S8_G1,10,Super 8 stage,962.2597,807.8981,7,1.3782
7,Namibia,B,2,Group stage,466.3576,543.5608,4,-1.2063
8,Scotland,B,4,Group stage,478.0456,544.1149,4,-1.0323
9,Oman,B,0,Group stage,441.8497,597.1826,4,-2.4271
10,New Zealand,S8_G1,10,Finalist,1316.8205,1023.8537,9,2.0345
11,West Indies,S8_G2,10,Semifinalist,1225.849,997.658,8,1.7827
12,Afghanistan,C,4,Group stage,577.8178,609.1646,4,-0.4898
13,Uganda,C,0,Group stage,461.3542,760.9327,4,-4.6809
14,Papua New Guinea,C,2,Group stage,498.6129,673.4853,4,-2.7324
15,South Africa,S8_G2,8,Super 8 stage,949.496,873.378,7,0.6796
16,Sri Lanka,D,4,Group stage,524.219,476.7576,4,0.7416
17,Bangladesh,S8_G1,6,Super 8 stage,859.1225,843.7968,7,0.1368
18,Netherlands,D,2,Group stage,491.3346,518.3011,4,-0.4214
19,Nepal,D,0,Group stage,425.0353,623.5902,4,-3.1024
