,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1267.5129,1001.1953,9,1.8494
1,Pakistan,S8_G2,10,Super 8 stage,955.5933,823.6159,7,1.1784
2,Ireland,A,4,Group stage,530.5461,486.7527,4,0.6843
3,Canada,A,0,Group stage,392.3731,675.6924,4,-4.4269
4,United States of America,A,2,Group stage,459.6543,574.7328,4,-1.7981
5,England,S8_G2,12,Finalist,1262.9699,1071.4785,9,1.3298
6,Australia,S8_G1,10,Super 8 stage,985.3381,808.2935,7,1.5808
7,Namibia,B,2,Group stage,457.5028,545.9202,4,-1.3815
8,Scotland,B,4,Group stage,479.1902,548.8138,4,-1.0879
9,Oman,B,0,Group stage,444.1363,602.5573,4,-2.4753
10,New Zealand,S8_G1,10,Semifinalist,1165.9201,914.9293,8,1.9609
11,West Indies,S8_G2,10,Semifinalist,1185.6082,998.4536,8,1.4621
12,Afghanistan,C,4,Group stage,558.8035,619.7725,4,-0.9526
13,Uganda,C,0,Group stage,438.7066,716.0287,4,-4.3332
14,Papua New Guinea,C,2,Group stage,522.0972,632.5257,4,-1.7254
15,South Africa,S8_G2,8,Super 8 stage,959.843,876.999,7,0.7397
16,Sri Lanka,D,4,Group stage,520.85,469.4512,4,0.8031
17,Bangladesh,S8_G1,6,Super 8 stage,858.8878,832.9781,7,0.2313
18,Netherlands,D,2,Group stage,491.3326,546.9997,4,-0.8698
19,Nepal,D,0,Group stage,425.5759,615.2517,4,-2.9637
