,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1266.6968,998.1437,9,1.865
1,Pakistan,S8_G2,6,Super 8 stage,939.6037,815.9021,7,1.1045
2,Ireland,A,4,Group stage,521.7464,489.1032,4,0.51
3,Canada,A,0,Group stage,395.962,685.2106,4,-4.5195
4,United States of America,A,2,Group stage,452.557,558.023,4,-1.6479
5,England,S8_G2,14,Finalist,1265.6292,1070.3015,9,1.3564
6,Australia,S8_G1,10,Super 8 stage,980.675,810.2574,7,1.5216
7,Namibia,B,4,Group stage,478.0681,541.4326,4,-0.9901
8,Scotland,B,2,Group stage,474.302,555.3443,4,-1.2663
9,Oman,B,0,Group stage,423.1799,609.4832,4,-2.911
10,New Zealand,S8_G1,10,Semifinalist,1176.0569,897.2553,8,2.1781
11,West Indies,S8_G2,10,Semifinalist,1230.2178,969.8004,8,2.0345
12,Afghanistan,C,4,Group stage,555.4939,593.1013,4,-0.5876
13,Uganda,C,0,Group stage,413.2982,756.5494,4,-5.3633
14,Papua New Guinea,C,2,Group stage,505.507,640.7766,4,-2.1136
15,South Africa,S8_G2,10,Super 8 stage,967.9504,882.6996,7,0.7612
16,Sri Lanka,D,4,Group stage,510.6991,480.0557,4,0.4788
17,Bangladesh,S8_G1,6,Super 8 stage,854.88,847.2968,7,0.0677
18,Netherlands,D,2,Group stage,495.251,544.7977,4,-0.7742
19,Nepal,D,0,Group stage,440.2953,602.5352,4,-2.535
