,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1278.9367,1005.6374,9,1.8979
1,Pakistan,S8_G2,8,Super 8 stage,941.6703,805.9585,7,1.2117
2,Ireland,A,4,Group stage,507.1765,493.3348,4,0.2163
3,Canada,A,0,Group stage,387.2368,682.8591,4,-4.6191
4,United States of America,A,2,Group stage,436.093,553.1588,4,-1.8292
5,England,S8_G2,10,Semifinalist,1131.0859,974.6599,8,1.2221
6,Australia,S8_G1,14,Finalist,1232.3293,1057.267,9,1.2157
7,Namibia,B,2,Group stage,454.4959,536.2984,4,-1.2782
8,Scotland,B,4,Group stage,478.6663,545.7973,4,-1.0489
9,Oman,B,0,Group stage,441.8954,582.102,4,-2.1907
10,New Zealand,S8_G1,10,Super 8 stage,1058.8128,791.347,7,2.3881
11,West Indies,S8_G2,12,Semifinalist,1220.0229,986.6341,8,1.8233
12,Afghanistan,C,4,Group stage,595.7296,614.1488,4,-0.2878
13,Uganda,C,0,Group stage,442.8739,752.9936,4,-4.8456
14,Papua New Guinea,C,2,Group stage,495.8111,652.4328,4,-2.4472
15,South Africa,S8_G2,8,Super 8 stage,968.5415,840.5458,7,1.1428
16,Sri Lanka,D,4,Group stage,515.3436,482.3181,4,0.516
17,Bangladesh,S8_G1,6,Super 8 stage,845.9261,830.8284,7,0.1348
18,Netherlands,D,2,Group stage,481.5412,524.0994,4,-0.665
19,Nepal,D,0,Group stage,413.2653,615.0331,4,-3.1526
