,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1275.1226,1000.5651,9,1.9066
1,Pakistan,S8_G2,6,Super 8 stage,955.4695,819.0052,7,1.2184
2,Ireland,A,4,Group stage,526.4711,497.596,4,0.4512
3,Canada,A,0,Group stage,405.8711,675.6127,4,-4.2147
4,United States of America,A,2,Group stage,432.6073,566.5631,4,-2.0931
5,England,S8_G2,12,Finalist,1251.9257,1103.7305,9,1.0291
6,Australia,S8_G1,10,Super 8 stage,986.5105,813.3083,7,1.5464
7,Namibia,B,2,Group stage,451.3157,538.2745,4,-1.3587
8,Scotland,B,4,Group stage,461.4669,533.8981,4,-1.1317
9,Oman,B,0,Group stage,427.3884,589.6651,4,-2.5356
10,New Zealand,S8_G1,12,Semifinalist,1184.5177,910.4032,8,2.1415
11,West Indies,S8_G2,10,Semifinalist,1261.3196,989.02,8,2.1273
12,Afghanistan,C,4,Group stage,571.8572,565.1486,4,0.1048
13,Uganda,C,0,Group stage,434.0383,787.4847,4,-5.5226
14,Papua New Guinea,C,2,Group stage,500.1016,674.7397,4,-2.7287
15,South Africa,S8_G2,10,Super 8 stage,968.2465,849.9329,7,1.0564
16,Sri Lanka,D,4,Group stage,513.5424,476.4337,4,0.5798
17,Bangladesh,S8_G1,6,Super 8 stage,842.5025,832.6898,7,0.0876
18,Netherlands,D,2,Group stage,496.8181,534.3683,4,-0.5867
19,Nepal,D,0,Group stage,413.6178,602.2712,4,-2.9477
