,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1247.902,989.8624,9,1.7919
1,Pakistan,S8_G2,10,Semifinalist,1096.1995,937.4237,8,1.2404
2,Ireland,A,4,Group stage,527.097,479.2425,4,0.7477
3,Canada,A,0,Group stage,384.6967,684.7983,4,-4.6891
4,United States of America,A,2,Group stage,442.8033,579.6594,4,-2.1384
5,England,S8_G2,14,Finalist,1269.8457,1067.5413,9,1.4049
6,Australia,S8_G1,10,Super 8 stage,973.5445,808.197,7,1.4763
7,Namibia,B,2,Group stage,467.0495,549.6036,4,-1.2899
8,Scotland,B,4,Group stage,470.2851,544.3111,4,-1.1567
9,Oman,B,0,Group stage,426.7191,597.9881,4,-2.6761
10,New Zealand,S8_G1,10,Semifinalist,1166.4974,926.8501,8,1.8722
11,West Indies,S8_G2,8,Super 8 stage,1091.7807,854.6193,7,2.1175
12,Afghanistan,C,4,Group stage,579.9149,583.4579,4,-0.0554
13,Uganda,C,0,Group stage,439.3634,764.0991,4,-5.074
14,Papua New Guinea,C,2,Group stage,495.2224,636.4203,4,-2.2062
15,South Africa,S8_G2,8,Super 8 stage,966.6406,872.8998,7,0.837
16,Sri Lanka,D,4,Group stage,535.4983,481.1993,4,0.8484
17,Bangladesh,S8_G1,6,Super 8 stage,861.0728,843.3544,7,0.1582
18,Netherlands,D,2,Group stage,500.0185,534.5571,4,-0.5397
19,Nepal,D,0,Group stage,417.714,623.7803,4,-3.2198
