,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1251.0466,1010.4133,9,1.6711
1,Pakistan,S8_G2,8,Super 8 stage,957.2466,816.0334,7,1.2608
2,Ireland,A,4,Group stage,525.5954,477.4029,4,0.753
3,Canada,A,0,Group stage,408.9625,680.2935,4,-4.2395
4,United States of America,A,2,Group stage,444.8692,583.5425,4,-2.1668
5,England,S8_G2,12,Finalist,1277.5276,1078.063,9,1.3852
6,Australia,S8_G1,10,Super 8 stage,986.3559,818.8505,7,1.4956
7,Namibia,B,2,Group stage,451.2961,551.0331,4,-1.5584
8,Scotland,B,4,Group stage,488.8996,544.2748,4,-0.8652
9,Oman,B,0,Group stage,428.9069,592.4903,4,-2.556
10,New Zealand,S8_G1,12,Semifinalist,1187.6019,923.8991,8,2.0602
11,West Indies,S8_G2,10,Semifinalist,1222.1482,1001.9816,8,1.7201
12,Afghanistan,C,4,Group stage,571.238,591.8416,4,-0.3219
13,Uganda,C,0,Group stage,436.9491,745.4308,4,-4.82
14,Papua New Guinea,C,2,Group stage,498.2155,637.5879,4,-2.1777
15,South Africa,S8_G2,8,Super 8 stage,956.2243,867.5831,7,0.7914
16,Sri Lanka,D,4,Group stage,521.8495,473.181,4,0.7604
17,Bangladesh,S8_G1,6,Super 8 stage,852.7831,845.3786,7,0.0661
18,Netherlands,D,2,Group stage,484.9625,529.0558,4,-0.689
19,Nepal,D,0,Group stage,414.3889,598.7307,4,-2.8803
