,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1250.2028,1007.6607,9,1.6843
1,Pakistan,S8_G2,8,Super 8 stage,949.8844,817.8382,7,1.179
2,Ireland,A,4,Group stage,523.2341,471.2605,4,0.8121
3,Canada,A,0,Group stage,379.7814,671.3605,4,-4.5559
4,United States of America,A,2,Group stage,448.0651,553.4229,4,-1.6462
5,England,S8_G2,14,Finalist,1264.3102,1093.7041,9,1.1848
6,Australia,S8_G1,10,Super 8 stage,981.1051,820.5964,7,1.4331
7,Namibia,B,4,Group stage,469.1009,551.1862,4,-1.2826
8,Scotland,B,2,Group stage,471.605,547.1006,4,-1.1796
9,Oman,B,0,Group stage,436.8168,583.0956,4,-2.2856
10,New Zealand,S8_G1,10,Semifinalist,1165.3257,922.8292,8,1.8945
11,West Indies,S8_G2,12,Semifinalist,1212.9471,971.1259,8,1.8892
12,Afghanistan,C,4,Group stage,557.1282,612.9383,4,-0.872
13,Uganda,C,0,Group stage,458.5493,762.9944,4,-4.757
14,Papua New Guinea,C,2,Group stage,520.9665,635.4459,4,-1.7887
15,South Africa,S8_G2,8,Super 8 stage,955.5285,863.8723,7,0.8184
16,Sri Lanka,D,4,Group stage,540.7407,484.9041,4,0.8724
17,Bangladesh,S8_G1,6,Super 8 stage,864.8389,849.9996,7,0.1325
18,Netherlands,D,2,Group stage,498.0434,534.2276,4,-0.5654
19,Nepal,D,0,Group stage,440.7272,633.3381,4,-3.0095
