,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1263.5974,1019.981,9,1.6918
1,Pakistan,S8_G2,8,Super 8 stage,946.7657,813.0913,7,1.1935
2,Ireland,A,4,Group stage,518.8619,474.4066,4,0.6946
3,Canada,A,0,Group stage,404.2188,678.4226,4,-4.2844
4,United States of America,A,2,Group stage,445.8292,565.4671,4,-1.8693
5,England,S8_G2,14,Semifinalist,1139.3399,957.4106,8,1.4213
6,Australia,S8_G1,8,Super 8 stage,979.1707,816.4626,7,1.4528
7,Namibia,B,2,Group stage,465.2489,538.0555,4,-1.1376
8,Scotland,B,4,Group stage,470.3671,539.2861,4,-1.0769
9,Oman,B,0,Group stage,424.955,595.7156,4,-2.6681
10,New Zealand,S8_G1,10,Finalist,1279.7765,1040.1931,9,1.6638
11,West Indies,S8_G2,12,Semifinalist,1224.722,983.0835,8,1.8878
12,Afghanistan,C,4,Group stage,573.0499,584.0856,4,-0.1724
13,Uganda,C,0,Group stage,444.9073,774.2737,4,-5.1464
14,Papua New Guinea,C,2,Group stage,511.8632,634.7956,4,-1.9208
15,South Africa,S8_G2,8,Super 8 stage,949.4657,867.1783,7,0.7347
16,Sri Lanka,D,4,Group stage,517.7448,479.9869,4,0.59
17,Bangladesh,S8_G1,6,Super 8 stage,848.0076,832.8079,7,0.1357
18,Netherlands,D,2,Group stage,488.0244,532.1123,4,-0.6889
19,Nepal,D,0,Group stage,425.5217,594.6212,4,-2.6422
