,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1251.1746,999.4386,9,1.7482
1,Pakistan,S8_G2,6,Super 8 stage,962.1405,825.8781,7,1.2166
2,Ireland,A,4,Group stage,526.9519,483.1877,4,0.6838
3,Canada,A,0,Group stage,403.0403,689.8355,4,-4.4812
4,United States of America,A,2,Group stage,432.7081,568.3351,4,-2.1192
5,England,S8_G2,14,Semifinalist,1147.0829,951.4803,8,1.5281
6,Australia,S8_G1,10,Super 8 stage,976.7945,810.2011,7,1.4874
7,Namibia,B,2,Group stage,468.2763,544.8331,4,-1.1962
8,Scotland,B,4,Group stage,466.1819,542.7872,4,-1.197
9,Oman,B,0,Group stage,437.4736,608.0635,4,-2.6655
10,New Zealand,S8_G1,12,Finalist,1318.0668,1038.4271,9,1.9419
11,West Indies,S8_G2,10,Semifinalist,1255.3057,977.358,8,2.1715
12,Afghanistan,C,4,Group stage,562.6293,627.7216,4,-1.0171
13,Uganda,C,0,Group stage,457.1993,773.0069,4,-4.9345
14,Papua New Guinea,C,2,Group stage,508.8594,664.8535,4,-2.4374
15,South Africa,S8_G2,10,Super 8 stage,953.4986,863.384,7,0.8046
16,Sri Lanka,D,4,Group stage,523.1014,478.4172,4,0.6982
17,Bangladesh,S8_G1,6,Super 8 stage,860.3294,830.9374,7,0.2624
18,Netherlands,D,2,Group stage,484.9086,534.8965,4,-0.7811
19,Nepal,D,0,Group stage,427.7137,610.3942,4,-2.8544
