,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1259.8748,1011.8533,9,1.7224
1,Pakistan,S8_G2,8,Super 8 stage,960.4818,818.0169,7,1.272
2,Ireland,A,4,Group stage,508.7275,480.3371,4,0.4436
3,Canada,A,0,Group stage,388.215,659.5673,4,-4.2399
4,United States of America,A,2,Group stage,434.9909,546.1499,4,-1.7369
5,England,S8_G2,12,Semifinalist,1143.5951,959.0104,8,1.4421
6,Australia,S8_G1,10,Super 8 stage,975.7649,809.1778,7,1.4874
7,Namibia,B,4,Group stage,460.9933,541.2107,4,-1.2534
8,Scotland,B,2,Group stage,468.2896,535.1918,4,-1.0453
9,Oman,B,0,Group stage,423.1252,583.9231,4,-2.5125
10,New Zealand,S8_G1,10,Finalist,1283.7147,1031.2238,9,1.7534
11,West Indies,S8_G2,10,Semifinalist,1206.2286,982.2984,8,1.7495
12,Afghanistan,C,4,Group stage,563.4192,591.981,4,-0.4463
13,Uganda,C,0,Group stage,440.8139,748.1544,4,-4.8022
14,Papua New Guinea,C,2,Group stage,494.5501,629.6626,4,-2.1111
15,South Africa,S8_G2,10,Super 8 stage,959.3909,865.2254,7,0.8408
16,Sri Lanka,D,4,Group stage,529.6967,481.2684,4,0.7567
17,Bangladesh,S8_G1,6,Super 8 stage,876.218,858.0418,7,0.1623
18,Netherlands,D,2,Group stage,503.1265,543.7129,4,-0.6342
19,Nepal,D,0,Group stage,423.8089,629.0185,4,-3.2064
