,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1239.7116,993.3454,9,1.7109
1,Pakistan,S8_G2,8,Super 8 stage,957.5125,815.0959,7,1.2716
2,Ireland,A,4,Group stage,506.324,497.3527,4,0.1402
3,Canada,A,0,Group stage,401.8826,635.0083,4,-3.6426
4,United States of America,A,2,Group stage,441.2943,579.4256,4,-2.1583
5,England,S8_G2,12,Finalist,1270.1874,1095.8133,9,1.2109
6,Australia,S8_G1,12,Semifinalist,1121.989,937.5687,8,1.4408
7,Namibia,B,2,Group stage,464.9471,543.2029,4,-1.2227
8,Scotland,B,4,Group stage,474.0849,556.0762,4,-1.2811
9,Oman,B,0,Group stage,434.8543,602.326,4,-2.6167
10,New Zealand,S8_G1,10,Super 8 stage,1052.3167,768.4608,7,2.5344
11,West Indies,S8_G2,10,Semifinalist,1205.802,983.5349,8,1.7365
12,Afghanistan,C,4,Group stage,570.9235,595.2445,4,-0.38
13,Uganda,C,0,Group stage,431.3963,768.6148,4,-5.269
14,Papua New Guinea,C,2,Group stage,497.4549,634.6201,4,-2.1432
15,South Africa,S8_G2,8,Super 8 stage,953.7284,848.1461,7,0.9427
16,Sri Lanka,D,4,Group stage,523.5704,473.6754,4,0.7796
17,Bangladesh,S8_G1,6,Super 8 stage,846.2424,834.7296,7,0.1028
18,Netherlands,D,2,Group stage,479.3721,534.8642,4,-0.8671
19,Nepal,D,0,Group stage,417.931,594.42,4,-2.7576
