,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1274.6222,1003.6416,9,1.8818
1,Pakistan,S8_G2,6,Super 8 stage,944.6349,805.2198,7,1.2448
2,Ireland,A,4,Group stage,524.3766,498.7605,4,0.4003
3,Canada,A,0,Group stage,395.4568,658.6403,4,-4.1122
4,United States of America,A,2,Group stage,432.332,571.0356,4,-2.1672
5,England,S8_G2,14,Finalist,1250.1478,1095.3055,9,1.0753
6,Australia,S8_G1,8,Super 8 stage,978.2361,818.3175,7,1.4278
7,Namibia,B,2,Group stage,452.8951,552.9092,4,-1.5627
8,Scotland,B,2,Group stage,476.4189,548.1215,4,-1.1204
9,Oman,B,2,Group stage,438.5764,567.248,4,-2.0105
10,New Zealand,S8_G1,12,Semifinalist,1177.9004,896.1431,8,2.2012
11,West Indies,S8_G2,10,Semifinalist,1220.1376,979.7964,8,1.8777
12,Afghanistan,C,4,Group stage,574.2722,593.3938,4,-0.2988
13,Uganda,C,0,Group stage,420.8817,783.3229,4,-5.6631
14,Papua New Guinea,C,2,Group stage,499.3124,618.7343,4,-1.866
15,South Africa,S8_G2,10,Super 8 stage,962.2044,845.3012,7,1.0438
16,Sri Lanka,D,4,Group stage,513.668,497.296,4,0.2558
17,Bangladesh,S8_G1,6,Super 8 stage,869.3702,834.0596,7,0.3153
18,Netherlands,D,2,Group stage,487.782,537.5468,4,-0.7776
19,Nepal,D,0,Group stage,431.9083,620.3406,4,-2.9443
