,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1293.6971,1009.2271,9,1.9755
1,Pakistan,S8_G2,6,Super 8 stage,949.101,815.5355,7,1.1925
2,Ireland,A,4,Group stage,528.074,490.7856,4,0.5826
3,Canada,A,0,Group stage,395.6379,678.9287,4,-4.4264
4,United States of America,A,2,Group stage,435.4375,560.1012,4,-1.9479
5,England,S8_G2,12,Semifinalist,1120.5283,961.2265,8,1.2445
6,Australia,S8_G1,10,Super 8 stage,978.247,813.1123,7,1.4744
7,Namibia,B,4,Group stage,472.5817,538.2504,4,-1.0261
8,Scotland,B,0,Group stage,460.179,557.8989,4,-1.5269
9,Oman,B,2,Group stage,453.3631,573.6534,4,-1.8795
10,New Zealand,S8_G1,10,Semifinalist,1170.5329,913.8279,8,2.0055
11,West Indies,S8_G2,12,Finalist,1332.7104,1101.3603,9,1.6066
12,Afghanistan,C,4,Group stage,576.5322,584.0316,4,-0.1172
13,Uganda,C,0,Group stage,434.6857,738.7257,4,-4.7506
14,Papua New Guinea,C,2,Group stage,494.4122,651.4778,4,-2.4541
15,South Africa,S8_G2,10,Super 8 stage,950.7283,870.6351,7,0.7151
16,Sri Lanka,S8_G1,6,Super 8 stage,856.157,907.9569,7,-0.4625
17,Bangladesh,D,4,Group stage,504.6233,456.6522,4,0.7495
18,Netherlands,D,2,Group stage,503.0866,532.2411,4,-0.4555
19,Nepal,D,0,Group stage,438.7152,593.4023,4,-2.417
