,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1253.4568,984.8373,9,1.8654
1,Pakistan,S8_G2,8,Super 8 stage,970.161,814.9801,7,1.3855
2,Ireland,A,4,Group stage,502.4289,472.8295,4,0.4625
3,Canada,A,0,Group stage,370.4728,680.9633,4,-4.8514
4,United States of America,A,2,Group stage,450.9783,564.417,4,-1.7725
5,England,S8_G2,14,Semifinalist,1137.9983,948.9378,8,1.477
6,Australia,S8_G1,10,Super 8 stage,980.8828,797.2668,7,1.6394
7,Namibia,B,4,Group stage,475.1982,550.9327,4,-1.1834
8,Scotland,B,2,Group stage,472.8207,550.0739,4,-1.2071
9,Oman,B,0,Group stage,430.9133,592.0752,4,-2.5182
10,New Zealand,S8_G1,10,Finalist,1305.1075,1044.4411,9,1.8102
11,West Indies,S8_G2,10,Semifinalist,1188.821,986.8653,8,1.5778
12,Afghanistan,C,4,Group stage,581.0342,564.3284,4,0.261
13,Uganda,C,0,Group stage,433.1084,759.7114,4,-5.1032
14,Papua New Guinea,C,2,Group stage,486.4342,628.6503,4,-2.2221
15,South Africa,S8_G2,8,Super 8 stage,945.3609,873.8165,7,0.6388
16,Sri Lanka,D,4,Group stage,513.492,474.7907,4,0.6047
17,Bangladesh,S8_G1,6,Super 8 stage,867.4693,845.6929,7,0.1944
18,Netherlands,D,2,Group stage,494.2963,541.8415,4,-0.7429
19,Nepal,D,0,Group stage,435.7884,618.7716,4,-2.8591
