,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Semifinalist,1124.8716,870.0845,8,1.9905
1,Pakistan,S8_G2,8,Super 8 stage,957.6411,814.9471,7,1.2741
2,Ireland,A,4,Group stage,512.1463,477.9537,4,0.5343
3,Canada,A,0,Group stage,384.9209,670.164,4,-4.4569
4,United States of America,A,2,Group stage,437.9563,557.954,4,-1.875
5,England,S8_G2,10,Champion,1260.3625,1098.896,9,1.1213
6,Australia,S8_G1,12,Semifinalist,1105.5008,956.5728,8,1.1635
7,Namibia,B,2,Group stage,464.1621,551.6429,4,-1.3669
8,Scotland,B,4,Group stage,483.861,539.187,4,-0.8645
9,Oman,B,0,Group stage,434.8498,582.9134,4,-2.3135
10,New Zealand,S8_G1,10,Super 8 stage,1051.7016,768.4206,7,2.5293
11,West Indies,S8_G2,12,Finalist,1363.8711,1128.82,9,1.6323
12,Afghanistan,C,4,Group stage,558.7043,625.1256,4,-1.0378
13,Uganda,C,0,Group stage,442.9475,728.9212,4,-4.4683
14,Papua New Guinea,C,2,Group stage,493.9581,629.5483,4,-2.1186
15,South Africa,S8_G2,8,Super 8 stage,952.6108,857.5575,7,0.8487
16,Sri Lanka,D,4,Group stage,533.6462,478.5468,4,0.8609
17,Bangladesh,S8_G1,6,Super 8 stage,847.1631,837.1071,7,0.0898
18,Netherlands,D,2,Group stage,489.8682,540.5,4,-0.7911
19,Nepal,D,0,Group stage,432.8459,618.7267,4,-2.9044
