,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1266.2488,1010.7364,9,1.7744
1,Pakistan,S8_G2,8,Super 8 stage,946.2896,803.0295,7,1.2791
2,Ireland,A,4,Group stage,529.1662,469.4396,4,0.9332
3,Canada,A,0,Group stage,362.952,650.5463,4,-4.4937
4,United States of America,A,2,Group stage,424.698,564.3491,4,-2.182
5,England,S8_G2,14,Finalist,1263.8901,1099.4247,9,1.1421
6,Australia,S8_G1,12,Semifinalist,1130.9178,936.7021,8,1.5173
7,Namibia,B,4,Group stage,468.9822,538.7297,4,-1.0898
8,Scotland,B,2,Group stage,469.3201,558.7068,4,-1.3967
9,Oman,B,0,Group stage,431.0988,587.5102,4,-2.4439
10,New Zealand,S8_G1,10,Super 8 stage,1055.1436,795.1047,7,2.3218
11,West Indies,S8_G2,8,Semifinalist,1221.2031,980.701,8,1.8789
12,Afghanistan,C,4,Group stage,544.8767,621.4552,4,-1.1965
13,Uganda,C,0,Group stage,463.5178,762.8667,4,-4.6773
14,Papua New Guinea,C,2,Group stage,503.666,627.1591,4,-1.9296
15,South Africa,S8_G2,8,Super 8 stage,932.5157,864.5009,7,0.6073
16,Sri Lanka,S8_G1,6,Super 8 stage,853.086,881.6931,7,-0.2554
17,Bangladesh,D,6,Super 8 stage,519.099,460.4128,4,0.917
18,Netherlands,D,2,Group stage,496.9817,519.7252,4,-0.3554
19,Nepal,D,0,Group stage,442.5608,593.4211,4,-2.3572
