,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1260.9865,1009.6905,9,1.7451
1,Pakistan,S8_G2,8,Super 8 stage,976.9286,809.5641,7,1.4943
2,Ireland,A,4,Group stage,519.7116,483.349,4,0.5682
3,Canada,A,0,Group stage,391.0002,689.5317,4,-4.6646
4,United States of America,A,2,Group stage,444.6103,566.8823,4,-1.9105
5,England,S8_G2,14,Semifinalist,1148.4813,982.2819,8,1.2984
6,Australia,S8_G1,12,Finalist,1256.6657,1073.4852,9,1.2721
7,Namibia,B,4,Group stage,453.8429,536.7669,4,-1.2957
8,Scotland,B,2,Group stage,464.4487,557.9447,4,-1.4609
9,Oman,B,0,Group stage,453.3917,581.5943,4,-2.0032
10,New Zealand,S8_G1,10,Super 8 stage,1051.2571,794.6971,7,2.2907
11,West Indies,S8_G2,10,Semifinalist,1206.0225,989.8304,8,1.689
12,Afghanistan,C,4,Group stage,562.7954,610.4686,4,-0.7449
13,Uganda,C,0,Group stage,449.8212,761.791,4,-4.8745
14,Papua New Guinea,C,2,Group stage,513.2169,607.8048,4,-1.4779
15,South Africa,S8_G2,6,Super 8 stage,949.816,875.7213,7,0.6616
16,Sri Lanka,S8_G1,6,Super 8 stage,873.4435,878.2494,7,-0.0429
17,Bangladesh,D,6,Super 8 stage,537.2527,458.8077,4,1.2257
18,Netherlands,D,2,Group stage,484.9605,534.4104,4,-0.7727
19,Nepal,D,0,Group stage,422.1898,617.9719,4,-3.0591
