,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1261.4255,1000.41,9,1.8126
1,Pakistan,S8_G2,6,Super 8 stage,930.6863,814.4332,7,1.038
2,Ireland,A,4,Group stage,526.6359,490.7774,4,0.5603
3,Canada,A,0,Group stage,391.315,696.821,4,-4.7735
4,United States of America,A,2,Group stage,460.4507,557.1997,4,-1.5117
5,England,S8_G2,10,Semifinalist,1141.0182,978.503,8,1.2696
6,Australia,S8_G1,12,Finalist,1246.0056,1082.1643,9,1.1378
7,Namibia,B,2,Group stage,454.5986,543.6341,4,-1.3912
8,Scotland,B,2,Group stage,471.8771,557.9641,4,-1.3451
9,Oman,B,2,Group stage,449.0262,580.3412,4,-2.0518
10,New Zealand,S8_G1,10,Super 8 stage,1058.5377,790.6124,7,2.3922
11,West Indies,S8_G2,12,Semifinalist,1226.6774,971.6762,8,1.9922
12,Afghanistan,C,4,Group stage,566.4322,586.857,4,-0.3191
13,Uganda,C,0,Group stage,469.8943,774.0477,4,-4.7524
14,Papua New Guinea,C,2,Group stage,489.2069,657.7483,4,-2.6335
15,South Africa,S8_G2,10,Super 8 stage,968.8885,843.1104,7,1.123
16,Sri Lanka,D,4,Group stage,529.1703,487.7131,4,0.6478
17,Bangladesh,S8_G1,6,Super 8 stage,859.2354,841.5007,7,0.1583
18,Netherlands,D,2,Group stage,487.9107,533.8719,4,-0.7181
19,Nepal,D,0,Group stage,419.8419,619.4488,4,-3.1189
