,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1281.2683,1018.0188,9,1.8281
1,Pakistan,S8_G2,8,Super 8 stage,936.9755,802.2813,7,1.2026
2,Ireland,A,4,Group stage,528.3034,491.9471,4,0.5681
3,Canada,A,0,Group stage,387.2093,674.4252,4,-4.4877
4,United States of America,A,2,Group stage,453.8423,579.6891,4,-1.9664
5,England,S8_G2,14,Semifinalist,1139.3398,963.7866,8,1.3715
6,Australia,S8_G1,10,Super 8 stage,985.461,814.1396,7,1.5297
7,Namibia,B,2,Group stage,468.596,561.5607,4,-1.4526
8,Scotland,B,4,Group stage,468.4213,537.4549,4,-1.0787
9,Oman,B,0,Group stage,451.1523,588.2045,4,-2.1414
10,New Zealand,S8_G1,10,Finalist,1315.7867,1048.3367,9,1.8573
11,West Indies,S8_G2,10,Semifinalist,1206.6901,993.4666,8,1.6658
12,Afghanistan,C,4,Group stage,552.4934,602.5866,4,-0.7827
13,Uganda,C,0,Group stage,452.8221,716.9252,4,-4.1266
14,Papua New Guinea,C,2,Group stage,494.4878,644.4036,4,-2.3424
15,South Africa,S8_G2,8,Super 8 stage,939.3231,870.8231,7,0.6116
16,Sri Lanka,S8_G1,6,Super 8 stage,858.3206,873.376,7,-0.1344
17,Bangladesh,D,4,Group stage,509.6953,435.9333,4,1.1525
18,Netherlands,D,2,Group stage,480.2395,518.8097,4,-0.6027
19,Nepal,D,0,Group stage,426.8784,601.1376,4,-2.7228
