,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1289.7225,1006.4754,9,1.967
1,Pakistan,S8_G2,8,Super 8 stage,939.7742,808.7861,7,1.1695
2,Ireland,A,4,Group stage,518.7131,482.179,4,0.5708
3,Canada,A,0,Group stage,392.5865,690.0867,4,-4.6484
4,United States of America,A,2,Group stage,452.2375,569.5039,4,-1.8323
5,England,S8_G2,14,Finalist,1286.9163,1100.9692,9,1.2913
6,Australia,S8_G1,10,Super 8 stage,977.8726,806.1848,7,1.5329
7,Namibia,B,4,Group stage,462.9236,520.9632,4,-0.9069
8,Scotland,B,2,Group stage,457.9841,549.0515,4,-1.4229
9,Oman,B,0,Group stage,427.5858,586.948,4,-2.49
10,New Zealand,S8_G1,10,Semifinalist,1197.4746,917.7508,8,2.1853
11,West Indies,S8_G2,10,Semifinalist,1213.5628,984.6258,8,1.7886
12,Afghanistan,C,4,Group stage,557.9004,620.3229,4,-0.9754
13,Uganda,C,0,Group stage,446.7305,739.7152,4,-4.5779
14,Papua New Guinea,C,2,Group stage,508.5608,658.2497,4,-2.3389
15,South Africa,S8_G2,8,Super 8 stage,968.8346,868.9553,7,0.8918
16,Sri Lanka,D,4,Group stage,524.5256,485.874,4,0.6039
17,Bangladesh,S8_G1,6,Super 8 stage,842.7526,855.5778,7,-0.1145
18,Netherlands,D,2,Group stage,491.4723,532.2885,4,-0.6378
19,Nepal,D,0,Group stage,432.8848,606.5075,4,-2.7129
