,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1255.2537,999.3793,9,1.7769
1,Pakistan,S8_G2,8,Super 8 stage,958.5434,822.5099,7,1.2146
2,Ireland,A,4,Group stage,531.1292,487.1271,4,0.6875
3,Canada,A,0,Group stage,382.1547,707.3175,4,-5.0807
4,United States of America,A,2,Group stage,459.2234,555.0568,4,-1.4974
5,England,S8_G2,12,Finalist,1264.5864,1085.4831,9,1.2438
6,Australia,S8_G1,10,Super 8 stage,981.7541,809.3924,7,1.5389
7,Namibia,B,4,Group stage,452.2176,531.4061,4,-1.2373
8,Scotland,B,2,Group stage,465.195,544.5821,4,-1.2404
9,Oman,B,0,Group stage,434.9548,578.3856,4,-2.2411
10,New Zealand,S8_G1,12,Semifinalist,1171.1238,903.0019,8,2.0947
11,West Indies,S8_G2,10,Semifinalist,1198.4393,971.0766,8,1.7763
12,Afghanistan,C,4,Group stage,563.2658,575.0455,4,-0.1841
13,Uganda,C,0,Group stage,417.7886,765.2177,4,-5.4286
14,Papua New Guinea,C,2,Group stage,502.201,634.0276,4,-2.0598
15,South Africa,S8_G2,8,Super 8 stage,956.3065,864.6472,7,0.8184
16,Sri Lanka,D,4,Group stage,513.0655,481.1549,4,0.4986
17,Bangladesh,S8_G1,6,Super 8 stage,855.5263,849.4101,7,0.0546
18,Netherlands,D,2,Group stage,504.1098,537.7493,4,-0.5256
19,Nepal,D,0,Group stage,450.2948,615.1631,4,-2.5761
