,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1244.3633,986.7612,9,1.7889
1,Pakistan,S8_G2,10,Semifinalist,1090.1352,933.0449,8,1.2273
2,Ireland,A,4,Group stage,525.498,477.93,4,0.7433
3,Canada,A,0,Group stage,387.7223,675.4905,4,-4.4964
4,United States of America,A,2,Group stage,432.6247,573.9444,4,-2.2081
5,England,S8_G2,12,Semifinalist,1158.3244,972.9499,8,1.4482
6,Australia,S8_G1,12,Finalist,1245.034,1064.3643,9,1.2547
7,Namibia,B,2,Group stage,463.1335,544.7097,4,-1.2746
8,Scotland,B,4,Group stage,468.1627,529.3349,4,-0.9558
9,Oman,B,0,Group stage,420.8198,600.1981,4,-2.8028
10,New Zealand,S8_G1,10,Super 8 stage,1036.1961,764.255,7,2.428
11,West Indies,S8_G2,8,Super 8 stage,1077.8645,831.2561,7,2.2019
12,Afghanistan,C,4,Group stage,568.1009,586.9824,4,-0.295
13,Uganda,C,0,Group stage,419.6414,759.9712,4,-5.3177
14,Papua New Guinea,C,2,Group stage,505.3027,653.0306,4,-2.3082
15,South Africa,S8_G2,8,Super 8 stage,946.5747,858.577,7,0.7857
16,Sri Lanka,D,4,Group stage,528.8195,487.4378,4,0.6466
17,Bangladesh,S8_G1,6,Super 8 stage,839.5609,849.5035,7,-0.0888
18,Netherlands,D,2,Group stage,491.9122,518.5834,4,-0.4167
19,Nepal,D,0,Group stage,424.387,605.8529,4,-2.8354
