,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Semifinalist,1104.3617,873.2861,8,1.8053
1,Pakistan,S8_G2,6,Super 8 stage,948.3702,821.6688,7,1.1313
2,Ireland,A,4,Group stage,526.454,473.7778,4,0.8231
3,Canada,A,0,Group stage,378.1907,679.1321,4,-4.7022
4,United States of America,A,2,Group stage,449.8109,559.0062,4,-1.7062
5,England,S8_G2,14,Champion,1274.5482,1087.7715,9,1.2971
6,Australia,S8_G1,10,Super 8 stage,970.0584,807.1767,7,1.4543
7,Namibia,B,2,Group stage,445.0648,545.3974,4,-1.5677
8,Scotland,B,4,Group stage,460.948,536.425,4,-1.1793
9,Oman,B,0,Group stage,443.7346,575.2876,4,-2.0555
10,New Zealand,S8_G1,12,Semifinalist,1169.578,900.5801,8,2.1015
11,West Indies,S8_G2,10,Finalist,1347.3711,1134.1474,9,1.4807
12,Afghanistan,C,2,Group stage,551.4316,588.3807,4,-0.5773
13,Uganda,C,0,Group stage,433.0204,740.8608,4,-4.81
14,Papua New Guinea,C,4,Group stage,501.0795,626.8281,4,-1.9648
15,South Africa,S8_G2,10,Super 8 stage,975.6365,861.135,7,1.0223
16,Sri Lanka,D,4,Group stage,517.5266,482.0177,4,0.5548
17,Bangladesh,S8_G1,6,Super 8 stage,862.9501,850.8252,7,0.1083
18,Netherlands,D,2,Group stage,508.2737,540.156,4,-0.4982
19,Nepal,D,0,Group stage,426.4612,611.0101,4,-2.8836
