,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1251.2958,1015.0288,9,1.6407
1,Pakistan,S8_G2,8,Super 8 stage,965.4736,827.4648,7,1.2322
2,Ireland,A,4,Group stage,513.9384,478.8581,4,0.5481
3,Canada,A,0,Group stage,375.5284,673.3432,4,-4.6534
4,United States of America,A,2,Group stage,464.8488,555.0026,4,-1.4087
5,England,S8_G2,12,Finalist,1254.117,1081.886,9,1.196
6,Australia,S8_G1,10,Super 8 stage,987.0693,817.0169,7,1.5183
7,Namibia,B,4,Group stage,461.9865,542.6852,4,-1.2609
8,Scotland,B,2,Group stage,458.5915,537.9697,4,-1.2403
9,Oman,B,0,Group stage,433.6303,590.3746,4,-2.4491
10,New Zealand,S8_G1,12,Semifinalist,1176.9686,909.3658,8,2.0906
11,West Indies,S8_G2,10,Semifinalist,1221.6923,987.6463,8,1.8285
12,Afghanistan,C,4,Group stage,545.9936,615.9033,4,-1.0923
13,Uganda,C,0,Group stage,444.4123,738.9007,4,-4.6014
14,Papua New Guinea,C,2,Group stage,528.1448,647.9616,4,-1.8721
15,South Africa,S8_G2,8,Super 8 stage,951.951,870.7788,7,0.7248
16,Sri Lanka,D,4,Group stage,545.5789,493.3698,4,0.8158
17,Bangladesh,S8_G1,6,Super 8 stage,867.5958,848.1718,7,0.1734
18,Netherlands,D,2,Group stage,508.1922,539.9849,4,-0.4968
19,Nepal,D,0,Group stage,445.6418,630.9382,4,-2.8953
