,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1256.5894,1014.2171,9,1.6831
1,Pakistan,S8_G2,6,Super 8 stage,958.3052,815.3205,7,1.2766
2,Ireland,A,4,Group stage,526.1056,467.7589,4,0.9117
3,Canada,A,0,Group stage,383.5823,685.9951,4,-4.7252
4,United States of America,A,2,Group stage,447.5832,566.0766,4,-1.8515
5,England,S8_G2,12,Semifinalist,1150.67,946.8415,8,1.5924
6,Australia,S8_G1,10,Super 8 stage,982.8311,818.4935,7,1.4673
7,Namibia,B,2,Group stage,466.2248,558.1323,4,-1.4361
8,Scotland,B,4,Group stage,476.4447,549.2785,4,-1.138
9,Oman,B,0,Group stage,424.976,592.1571,4,-2.6122
10,New Zealand,S8_G1,14,Finalist,1307.4887,1042.6664,9,1.839
11,West Indies,S8_G2,10,Semifinalist,1230.6055,987.9202,8,1.896
12,Afghanistan,C,4,Group stage,570.4129,580.1341,4,-0.1519
13,Uganda,C,0,Group stage,435.3254,769.5335,4,-5.222
14,Papua New Guinea,C,2,Group stage,503.497,650.8123,4,-2.3018
15,South Africa,S8_G2,10,Super 8 stage,951.9163,865.6716,7,0.77
16,Sri Lanka,D,4,Group stage,531.8602,485.2947,4,0.7276
17,Bangladesh,S8_G1,6,Super 8 stage,860.2907,853.696,7,0.0589
18,Netherlands,D,2,Group stage,487.3863,542.9639,4,-0.8684
19,Nepal,D,0,Group stage,437.0486,596.18,4,-2.4864
