,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1260.088,1012.0,9,1.7228
1,Pakistan,S8_G2,8,Super 8 stage,961.3548,823.6347,7,1.2296
2,Ireland,A,4,Group stage,513.3585,489.8009,4,0.3681
3,Canada,A,0,Group stage,389.406,648.7879,4,-4.0528
4,United States of America,A,2,Group stage,438.2652,569.9018,4,-2.0568
5,England,S8_G2,10,Finalist,1257.8799,1098.8002,9,1.1047
6,Australia,S8_G1,12,Super 8 stage,986.6949,811.6902,7,1.5625
7,Namibia,B,4,Group stage,470.4864,518.8911,4,-0.7563
8,Scotland,B,2,Group stage,459.1327,548.793,4,-1.4009
9,Oman,B,0,Group stage,412.9494,586.3102,4,-2.7088
10,New Zealand,S8_G1,12,Semifinalist,1159.2592,919.7859,8,1.8709
11,West Indies,S8_G2,12,Semifinalist,1227.2468,974.4205,8,1.9752
12,Afghanistan,C,4,Group stage,562.6341,591.1305,4,-0.4453
13,Uganda,C,0,Group stage,428.4504,734.631,4,-4.7841
14,Papua New Guinea,C,2,Group stage,511.8893,626.4875,4,-1.7906
15,South Africa,S8_G2,8,Super 8 stage,949.7599,867.9191,7,0.7307
16,Sri Lanka,D,4,Group stage,530.6351,477.0544,4,0.8372
17,Bangladesh,S8_G1,6,Super 8 stage,855.638,837.4555,7,0.1623
18,Netherlands,D,2,Group stage,501.5986,533.3556,4,-0.4962
19,Nepal,D,0,Group stage,426.7294,632.6066,4,-3.2168
