,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1250.2258,1002.2072,9,1.7224
1,Pakistan,S8_G2,8,Super 8 stage,947.1506,814.3553,7,1.1857
2,Ireland,A,4,Group stage,523.5575,511.199,4,0.1931
3,Canada,A,0,Group stage,413.1209,671.2812,4,-4.0338
4,United States of America,A,2,Group stage,444.118,559.687,4,-1.8058
5,England,S8_G2,14,Semifinalist,1130.008,932.3467,8,1.5442
6,Australia,S8_G1,10,Super 8 stage,970.9248,803.9016,7,1.4913
7,Namibia,B,0,Group stage,453.3049,552.0134,4,-1.5423
8,Scotland,B,4,Group stage,455.544,548.4227,4,-1.4512
9,Oman,B,2,Group stage,448.0923,572.8441,4,-1.9492
10,New Zealand,S8_G1,12,Finalist,1280.562,1019.6956,9,1.8116
11,West Indies,S8_G2,10,Semifinalist,1213.6077,969.9529,8,1.9036
12,Afghanistan,C,4,Group stage,584.0533,606.5572,4,-0.3516
13,Uganda,C,0,Group stage,423.2288,762.7015,4,-5.3043
14,Papua New Guinea,C,2,Group stage,495.1918,613.2338,4,-1.8444
15,South Africa,S8_G2,8,Super 8 stage,946.5858,877.9777,7,0.6126
16,Sri Lanka,D,4,Group stage,528.6637,485.1875,4,0.6793
17,Bangladesh,S8_G1,6,Super 8 stage,844.4097,832.6311,7,0.1052
18,Netherlands,D,2,Group stage,490.3232,528.8999,4,-0.6028
19,Nepal,D,0,Group stage,417.779,595.3561,4,-2.7746
