,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1278.1902,999.7004,9,1.934
1,Pakistan,S8_G2,8,Super 8 stage,951.7302,815.9448,7,1.2124
2,Ireland,A,4,Group stage,523.2163,484.3398,4,0.6074
3,Canada,A,0,Group stage,385.3457,694.0329,4,-4.8232
4,United States of America,A,2,Group stage,452.2545,563.914,4,-1.7447
5,England,S8_G2,12,Finalist,1261.4263,1084.0798,9,1.2316
6,Australia,S8_G1,10,Super 8 stage,982.2881,805.6596,7,1.577
7,Namibia,B,2,Group stage,445.7147,544.49,4,-1.5434
8,Scotland,B,4,Group stage,465.5103,537.4521,4,-1.1241
9,Oman,B,0,Group stage,444.857,591.1656,4,-2.2861
10,New Zealand,S8_G1,12,Semifinalist,1193.2908,909.895,8,2.214
11,West Indies,S8_G2,12,Semifinalist,1204.4897,981.4645,8,1.7424
12,Afghanistan,C,4,Group stage,560.0468,604.6451,4,-0.6968
13,Uganda,C,0,Group stage,433.1421,726.6056,4,-4.5854
14,Papua New Guinea,C,2,Group stage,505.3299,640.603,4,-2.1136
15,South Africa,S8_G2,8,Super 8 stage,969.2726,880.4457,7,0.7931
16,Sri Lanka,S8_G1,6,Super 8 stage,871.1279,906.7381,7,-0.3179
17,Bangladesh,D,4,Group stage,508.0473,449.5764,4,0.9136
18,Netherlands,D,2,Group stage,485.0974,525.1086,4,-0.6252
19,Nepal,D,0,Group stage,429.5733,604.09,4,-2.7268
